,Unit Id,Grand total,Black total,Hispanic total,Grand total women,Year,UNITID,HRTOTLT,DVHRBKT,DVHRHST,HRBKAAT,HRTOTLW,HRHISPT
127688,217536.0,122.0,1.0,3.0,56.0,2006,,,,,,,
127735,217606.0,11.0,0.0,0.0,8.0,2006,,,,,,,
127764,217615.0,57.0,7.0,0.0,29.0,2006,,,,,,,
127805,217624.0,34.0,26.0,0.0,21.0,2006,,,,,,,
127846,217633.0,72.0,3.0,1.0,37.0,2006,,,,,,,
127900,217688.0,115.0,3.0,0.0,61.0,2006,,,,,,,
127952,217712.0,47.0,8.0,0.0,19.0,2006,,,,,,,
127996,217721.0,117.0,81.0,0.0,66.0,2006,,,,,,,
128052,217749.0,226.0,0.0,0.0,135.0,2006,,,,,,,
128093,217776.0,52.0,2.0,0.0,37.0,2006,,,,,,,
128140,217819.0,499.0,27.0,18.0,289.0,2006,,,,,,,
128200,217837.0,30.0,1.0,0.0,13.0,2006,,,,,,,
128246,217864.0,167.0,8.0,3.0,125.0,2006,,,,,,,
128298,217873.0,96.0,51.0,0.0,54.0,2006,,,,,,,
128348,217882.0,1134.0,36.0,23.0,763.0,2006,,,,,,,
128418,217907.0,58.0,4.0,0.0,31.0,2006,,,,,,,
128464,217925.0,47.0,1.0,0.0,39.0,2006,,,,,,,
128512,217934.0,79.0,4.0,1.0,26.0,2006,,,,,,,
128555,217961.0,89.0,1.0,2.0,41.0,2006,,,,,,,
128595,217989.0,39.0,24.0,0.0,18.0,2006,,,,,,,
128638,217998.0,59.0,2.0,2.0,42.0,2006,,,,,,,
128683,218025.0,100.0,12.0,2.0,50.0,2006,,,,,,,
128730,218061.0,200.0,7.0,0.0,117.0,2006,,,,,,,
128787,218070.0,242.0,7.0,4.0,161.0,2006,,,,,,,
128849,218113.0,331.0,31.0,3.0,137.0,2006,,,,,,,
128903,218140.0,134.0,14.0,2.0,58.0,2006,,,,,,,
128950,218229.0,131.0,7.0,3.0,67.0,2006,,,,,,,
129006,218238.0,76.0,4.0,1.0,46.0,2006,,,,,,,
129048,218265.0,10.0,0.0,0.0,8.0,2006,,,,,,,
129079,218335.0,605.0,20.0,11.0,369.0,2006,,,,,,,
129139,218353.0,225.0,26.0,4.0,96.0,2006,,,,,,,
129190,218399.0,46.0,26.0,0.0,22.0,2006,,,,,,,
129236,218414.0,55.0,3.0,0.0,29.0,2006,,,,,,,
129279,218441.0,101.0,5.0,3.0,63.0,2006,,,,,,,
129323,218487.0,84.0,16.0,0.0,30.0,2006,,,,,,,
129371,218520.0,115.0,9.0,3.0,52.0,2006,,,,,,,
129414,218539.0,85.0,1.0,2.0,55.0,2006,,,,,,,
129460,218645.0,152.0,8.0,3.0,80.0,2006,,,,,,,
129520,218654.0,48.0,1.0,0.0,31.0,2006,,,,,,,
129569,218663.0,1523.0,67.0,21.0,947.0,2006,,,,,,,
129639,218672.0,38.0,3.0,0.0,20.0,2006,,,,,,,
129684,218681.0,19.0,0.0,0.0,10.0,2006,,,,,,,
129732,218690.0,43.0,2.0,1.0,32.0,2006,,,,,,,
129780,218706.0,7.0,0.0,0.0,4.0,2006,,,,,,,
129819,218724.0,264.0,8.0,7.0,163.0,2006,,,,,,,
129885,218733.0,225.0,147.0,4.0,130.0,2006,,,,,,,
129931,218742.0,206.0,17.0,1.0,94.0,2006,,,,,,,
129991,218751.0,30.0,3.0,0.0,17.0,2006,,,,,,,
130026,218821.0,24.0,2.0,0.0,10.0,2006,,,,,,,
130066,218830.0,103.0,14.0,1.0,42.0,2006,,,,,,,
130112,218858.0,81.0,8.0,0.0,40.0,2006,,,,,,,
130157,218885.0,115.0,10.0,1.0,48.0,2006,,,,,,,
130202,218894.0,288.0,28.0,2.0,133.0,2006,,,,,,,
130250,218919.0,35.0,25.0,0.0,18.0,2006,,,,,,,
130292,218955.0,19.0,6.0,0.0,8.0,2006,,,,,,,
130333,218964.0,282.0,16.0,7.0,143.0,2006,,,,,,,
130395,218973.0,106.0,3.0,1.0,66.0,2006,,,,,,,
130446,218991.0,119.0,11.0,0.0,53.0,2006,,,,,,,
130500,219000.0,117.0,0.0,0.0,65.0,2006,,,,,,,
130548,219046.0,127.0,1.0,2.0,76.0,2006,,,,,,,
130598,219055.0,8.0,0.0,0.0,1.0,2006,,,,,,,
130629,219082.0,89.0,0.0,0.0,59.0,2006,,,,,,,
130687,219091.0,46.0,0.0,0.0,22.0,2006,,,,,,,
130724,219143.0,71.0,0.0,0.0,40.0,2006,,,,,,,
130772,219189.0,49.0,0.0,0.0,32.0,2006,,,,,,,
130807,219198.0,50.0,0.0,1.0,28.0,2006,,,,,,,
130849,219204.0,9.0,0.0,0.0,4.0,2006,,,,,,,
130908,219240.0,10.0,0.0,0.0,9.0,2006,,,,,,,
130942,219259.0,92.0,0.0,0.0,60.0,2006,,,,,,,
130991,219277.0,61.0,0.0,2.0,30.0,2006,,,,,,,
131034,219295.0,50.0,0.0,0.0,12.0,2006,,,,,,,
131075,219347.0,146.0,0.0,3.0,116.0,2006,,,,,,,
131127,219356.0,574.0,6.0,10.0,344.0,2006,,,,,,,
131195,219374.0,42.0,0.0,0.0,18.0,2006,,,,,,,
131237,219383.0,65.0,1.0,1.0,36.0,2006,,,,,,,
131272,219408.0,9.0,0.0,0.0,4.0,2006,,,,,,,
131304,219426.0,73.0,0.0,0.0,41.0,2006,,,,,,,
131351,219471.0,332.0,1.0,7.0,180.0,2006,,,,,,,
131417,219480.0,55.0,0.0,0.0,32.0,2006,,,,,,,
131454,219578.0,24.0,0.0,1.0,9.0,2006,,,,,,,
131498,219602.0,288.0,18.0,6.0,161.0,2006,,,,,,,
131550,219639.0,51.0,10.0,0.0,12.0,2006,,,,,,,
131590,219709.0,243.0,3.0,3.0,121.0,2006,,,,,,,
131651,219718.0,84.0,5.0,0.0,45.0,2006,,,,,,,
131696,219790.0,42.0,0.0,0.0,34.0,2006,,,,,,,
131734,219806.0,126.0,3.0,0.0,67.0,2006,,,,,,,
131784,219824.0,210.0,17.0,0.0,90.0,2006,,,,,,,
131841,219833.0,94.0,4.0,4.0,62.0,2006,,,,,,,
131887,219842.0,11.0,0.0,0.0,8.0,2006,,,,,,,
131922,219879.0,70.0,4.0,1.0,35.0,2006,,,,,,,
131970,219888.0,97.0,9.0,0.0,42.0,2006,,,,,,,
132017,219903.0,34.0,14.0,0.0,4.0,2006,,,,,,,
132052,219949.0,40.0,1.0,0.0,24.0,2006,,,,,,,
132094,219976.0,110.0,2.0,0.0,79.0,2006,,,,,,,
132141,220002.0,8.0,5.0,0.0,2.0,2006,,,,,,,
132163,220057.0,58.0,5.0,0.0,20.0,2006,,,,,,,
132211,220075.0,724.0,20.0,10.0,444.0,2006,,,,,,,
132273,220136.0,9.0,1.0,0.0,9.0,2006,,,,,,,
132304,220181.0,74.0,35.0,2.0,49.0,2006,,,,,,,
132357,220206.0,22.0,0.0,0.0,15.0,2006,,,,,,,
132394,220215.0,108.0,5.0,0.0,74.0,2006,,,,,,,
132433,220312.0,17.0,0.0,0.0,10.0,2006,,,,,,,
132462,220400.0,109.0,6.0,0.0,42.0,2006,,,,,,,
132508,220473.0,27.0,0.0,1.0,25.0,2006,,,,,,,
132555,220516.0,66.0,0.0,0.0,35.0,2006,,,,,,,
132589,220552.0,38.0,0.0,0.0,12.0,2006,,,,,,,
132628,220589.0,51.0,1.0,0.0,31.0,2006,,,,,,,
132667,220598.0,68.0,30.0,0.0,49.0,2006,,,,,,,
132710,220604.0,51.0,30.0,1.0,28.0,2006,,,,,,,
132753,220613.0,174.0,4.0,9.0,115.0,2006,,,,,,,
132807,220631.0,130.0,0.0,0.0,63.0,2006,,,,,,,
132861,220701.0,38.0,0.0,0.0,23.0,2006,,,,,,,
132908,220710.0,80.0,1.0,0.0,35.0,2006,,,,,,,
132954,220792.0,307.0,181.0,11.0,182.0,2006,,,,,,,
133012,220808.0,26.0,0.0,2.0,12.0,2006,,,,,,,
133051,220862.0,933.0,76.0,10.0,549.0,2006,,,,,,,
133118,220871.0,11.0,2.0,0.0,6.0,2006,,,,,,,
133151,220941.0,39.0,10.0,0.0,24.0,2006,,,,,,,
133194,220978.0,882.0,61.0,14.0,495.0,2006,,,,,,,
133254,220996.0,2.0,0.0,0.0,0.0,2006,,,,,,,
133279,221014.0,74.0,1.0,0.0,37.0,2006,,,,,,,
133326,221096.0,81.0,6.0,0.0,28.0,2006,,,,,,,
133370,221148.0,73.0,5.0,2.0,73.0,2006,,,,,,,
133407,221184.0,139.0,10.0,1.0,76.0,2006,,,,,,,
133461,221254.0,16.0,1.0,0.0,7.0,2006,,,,,,,
133495,221351.0,150.0,4.0,4.0,84.0,2006,,,,,,,
133547,221397.0,136.0,7.0,4.0,65.0,2006,,,,,,,
133597,221485.0,240.0,77.0,0.0,103.0,2006,,,,,,,
133651,221519.0,136.0,3.0,2.0,84.0,2006,,,,,,,
133710,221643.0,190.0,13.0,3.0,72.0,2006,,,,,,,
133761,221661.0,143.0,6.0,8.0,84.0,2006,,,,,,,
133795,221670.0,41.0,3.0,0.0,27.0,2006,,,,,,,
133838,221731.0,49.0,1.0,0.0,24.0,2006,,,,,,,
133876,221740.0,386.0,24.0,6.0,207.0,2006,,,,,,,
133946,221759.0,2264.0,93.0,48.0,1480.0,2006,,,,,,,
134020,221768.0,274.0,17.0,4.0,158.0,2006,,,,,,,
134084,221795.0,7.0,0.0,0.0,5.0,2006,,,,,,,
134114,221838.0,449.0,205.0,6.0,247.0,2006,,,,,,,
134181,221847.0,388.0,10.0,6.0,248.0,2006,,,,,,,
134244,221856.0,18.0,0.0,0.0,12.0,2006,,,,,,,
134284,221892.0,76.0,3.0,0.0,52.0,2006,,,,,,,
134334,221908.0,104.0,4.0,2.0,50.0,2006,,,,,,,
134382,221953.0,64.0,1.0,0.0,33.0,2006,,,,,,,
134432,221971.0,179.0,8.0,0.0,95.0,2006,,,,,,,
134481,221999.0,2895.0,91.0,63.0,1826.0,2006,,,,,,,
134555,222053.0,147.0,17.0,1.0,74.0,2006,,,,,,,
134609,222062.0,139.0,8.0,1.0,65.0,2006,,,,,,,
134666,222099.0,13.0,5.0,0.0,3.0,2006,,,,,,,
134695,222178.0,222.0,11.0,5.0,152.0,2006,,,,,,,
134754,222497.0,1.0,0.0,1.0,0.0,2006,,,,,,,
134799,222567.0,101.0,1.0,5.0,54.0,2006,,,,,,,
134843,222576.0,225.0,3.0,8.0,104.0,2006,,,,,,,
134898,222628.0,17.0,2.0,1.0,10.0,2006,,,,,,,
134926,222822.0,113.0,8.0,6.0,44.0,2006,,,,,,,
134975,222831.0,235.0,4.0,17.0,134.0,2006,,,,,,,
135036,222877.0,8.0,0.0,0.0,5.0,2006,,,,,,,
135061,222938.0,61.0,2.0,4.0,38.0,2006,,,,,,,
135099,222983.0,95.0,2.0,3.0,66.0,2006,,,,,,,
135149,222992.0,499.0,41.0,59.0,222.0,2006,,,,,,,
135209,223001.0,18.0,1.0,1.0,13.0,2006,,,,,,,
135248,223117.0,5.0,0.0,0.0,5.0,2006,,,,,,,
135274,223214.0,270.0,8.0,15.0,189.0,2006,,,,,,,
135335,223223.0,1630.0,67.0,95.0,940.0,2006,,,,,,,
135397,223232.0,813.0,15.0,22.0,527.0,2006,,,,,,,
135460,223320.0,85.0,1.0,24.0,40.0,2006,,,,,,,
135508,223427.0,295.0,2.0,7.0,146.0,2006,,,,,,,
135564,223463.0,42.0,14.0,7.0,21.0,2006,,,,,,,
135601,223472.0,7.0,2.0,0.0,1.0,2006,,,,,,,
135629,223506.0,81.0,2.0,4.0,44.0,2006,,,,,,,
135679,223524.0,121.0,13.0,13.0,56.0,2006,,,,,,,
135733,223773.0,65.0,12.0,3.0,38.0,2006,,,,,,,
135786,223816.0,272.0,31.0,27.0,163.0,2006,,,,,,,
135852,223898.0,73.0,1.0,6.0,33.0,2006,,,,,,,
135893,223922.0,32.0,0.0,0.0,18.0,2006,,,,,,,
135930,224004.0,44.0,0.0,1.0,30.0,2006,,,,,,,
135968,224110.0,111.0,3.0,3.0,41.0,2006,,,,,,,
136010,224147.0,310.0,7.0,33.0,170.0,2006,,,,,,,
136069,224183.0,21.0,3.0,2.0,3.0,2006,,,,,,,
136099,224226.0,103.0,4.0,5.0,63.0,2006,,,,,,,
136154,224244.0,8.0,0.0,0.0,6.0,2006,,,,,,,
136237,224305.0,60.0,0.0,1.0,57.0,2006,,,,,,,
136295,224323.0,125.0,0.0,5.0,86.0,2006,,,,,,,
136352,224350.0,283.0,9.0,70.0,143.0,2006,,,,,,,
136409,224402.0,77.0,8.0,3.0,56.0,2006,,,,,,,
136444,224439.0,68.0,0.0,28.0,32.0,2006,,,,,,,
136467,224527.0,63.0,0.0,2.0,44.0,2006,,,,,,,
136512,224545.0,62.0,2.0,2.0,34.0,2006,,,,,,,
136560,224554.0,236.0,11.0,6.0,144.0,2006,,,,,,,
136625,224572.0,107.0,21.0,14.0,68.0,2006,,,,,,,
136681,224615.0,125.0,17.0,14.0,41.0,2006,,,,,,,
136733,224642.0,397.0,14.0,194.0,187.0,2006,,,,,,,
136788,224660.0,22.0,0.0,9.0,13.0,2006,,,,,,,
136819,224679.0,35.0,1.0,27.0,27.0,2006,,,,,,,
136841,224712.0,7.0,0.0,1.0,5.0,2006,,,,,,,
136877,224776.0,60.0,3.0,4.0,32.0,2006,,,,,,,
136914,224891.0,30.0,0.0,3.0,13.0,2006,,,,,,,
136956,224961.0,56.0,6.0,8.0,30.0,2006,,,,,,,
136997,225070.0,83.0,3.0,1.0,27.0,2006,,,,,,,
137049,225201.0,27.0,1.0,5.0,21.0,2006,,,,,,,
137084,225247.0,130.0,1.0,1.0,85.0,2006,,,,,,,
137137,225308.0,134.0,3.0,1.0,76.0,2006,,,,,,,
137185,225371.0,78.0,3.0,1.0,33.0,2006,,,,,,,
137229,225399.0,118.0,6.0,2.0,58.0,2006,,,,,,,
137276,225414.0,225.0,12.0,8.0,122.0,2006,,,,,,,
137332,225423.0,821.0,190.0,81.0,405.0,2006,,,,,,,
137390,225432.0,301.0,25.0,24.0,162.0,2006,,,,,,,
137449,225502.0,81.0,2.0,4.0,48.0,2006,,,,,,,
137492,225511.0,1186.0,34.0,77.0,793.0,2006,,,,,,,
137564,225520.0,131.0,2.0,11.0,59.0,2006,,,,,,,
137612,225548.0,78.0,0.0,2.0,55.0,2006,,,,,,,
137654,225575.0,34.0,18.0,2.0,15.0,2006,,,,,,,
137693,225627.0,183.0,8.0,28.0,81.0,2006,,,,,,,
137748,225788.0,13.0,2.0,7.0,7.0,2006,,,,,,,
137768,225849.0,11.0,0.0,0.0,9.0,2006,,,,,,,
137800,225858.0,6.0,1.0,0.0,5.0,2006,,,,,,,
137829,225876.0,11.0,0.0,0.0,5.0,2006,,,,,,,
137866,225885.0,42.0,23.0,0.0,26.0,2006,,,,,,,
137901,226019.0,142.0,9.0,2.0,64.0,2006,,,,,,,
137955,226091.0,377.0,19.0,10.0,209.0,2006,,,,,,,
138019,226107.0,48.0,1.0,2.0,16.0,2006,,,,,,,
138061,226116.0,75.0,9.0,1.0,32.0,2006,,,,,,,
138109,226134.0,193.0,1.0,137.0,114.0,2006,,,,,,,
138163,226152.0,183.0,8.0,56.0,111.0,2006,,,,,,,
138221,226204.0,170.0,11.0,6.0,92.0,2006,,,,,,,
138269,226231.0,84.0,1.0,6.0,70.0,2006,,,,,,,
138324,226329.0,32.0,2.0,1.0,13.0,2006,,,,,,,
138359,226383.0,85.0,1.0,3.0,50.0,2006,,,,,,,
138408,226408.0,106.0,13.0,5.0,48.0,2006,,,,,,,
138466,226471.0,127.0,6.0,2.0,54.0,2006,,,,,,,
138524,226578.0,183.0,13.0,9.0,72.0,2006,,,,,,,
138571,226587.0,75.0,0.0,2.0,51.0,2006,,,,,,,
138611,226806.0,129.0,2.0,14.0,67.0,2006,,,,,,,
138664,226833.0,213.0,3.0,10.0,116.0,2006,,,,,,,
138721,226879.0,4.0,0.0,0.0,2.0,2006,,,,,,,
138745,226930.0,80.0,13.0,16.0,47.0,2006,,,,,,,
138796,227146.0,112.0,4.0,1.0,40.0,2006,,,,,,,
138847,227182.0,639.0,44.0,39.0,280.0,2006,,,,,,,
138903,227191.0,93.0,17.0,11.0,50.0,2006,,,,,,,
138952,227216.0,902.0,32.0,42.0,564.0,2006,,,,,,,
139014,227225.0,56.0,2.0,1.0,26.0,2006,,,,,,,
139053,227243.0,24.0,1.0,1.0,17.0,2006,,,,,,,
139089,227289.0,14.0,0.0,2.0,10.0,2006,,,,,,,
139126,227304.0,118.0,1.0,5.0,50.0,2006,,,,,,,
139177,227331.0,112.0,5.0,34.0,50.0,2006,,,,,,,
139234,227368.0,636.0,14.0,184.0,382.0,2006,,,,,,,
139298,227377.0,376.0,5.0,125.0,210.0,2006,,,,,,,
139361,227386.0,60.0,5.0,0.0,27.0,2006,,,,,,,
139403,227401.0,84.0,2.0,2.0,36.0,2006,,,,,,,
139452,227429.0,30.0,22.0,1.0,17.0,2006,,,,,,,
139495,227526.0,337.0,199.0,7.0,217.0,2006,,,,,,,
139560,227687.0,21.0,0.0,0.0,13.0,2006,,,,,,,
139595,227757.0,746.0,17.0,30.0,531.0,2006,,,,,,,
139665,227766.0,140.0,16.0,22.0,76.0,2006,,,,,,,
139720,227845.0,183.0,2.0,8.0,97.0,2006,,,,,,,
139782,227854.0,192.0,40.0,41.0,106.0,2006,,,,,,,
139837,227863.0,131.0,1.0,9.0,83.0,2006,,,,,,,
139890,227881.0,578.0,20.0,26.0,322.0,2006,,,,,,,
139948,227924.0,403.0,18.0,95.0,210.0,2006,,,,,,,
140002,227979.0,413.0,20.0,36.0,201.0,2006,,,,,,,
140060,228042.0,56.0,1.0,4.0,28.0,2006,,,,,,,
140112,228149.0,187.0,4.0,26.0,118.0,2006,,,,,,,
140175,228158.0,279.0,4.0,16.0,143.0,2006,,,,,,,
140224,228194.0,57.0,4.0,2.0,36.0,2006,,,,,,,
140270,228246.0,639.0,19.0,25.0,421.0,2006,,,,,,,
140331,228316.0,114.0,0.0,44.0,64.0,2006,,,,,,,
140383,228325.0,56.0,1.0,0.0,38.0,2006,,,,,,,
140426,228343.0,122.0,1.0,8.0,65.0,2006,,,,,,,
140478,228431.0,460.0,11.0,18.0,265.0,2006,,,,,,,
140548,228459.0,958.0,31.0,89.0,520.0,2006,,,,,,,
140608,228468.0,57.0,3.0,6.0,36.0,2006,,,,,,,
140644,228477.0,115.0,0.0,0.0,104.0,2006,,,,,,,
140670,228486.0,7.0,3.0,0.0,5.0,2006,,,,,,,
140707,228501.0,123.0,1.0,16.0,83.0,2006,,,,,,,
140764,228529.0,320.0,5.0,13.0,174.0,2006,,,,,,,
140825,228547.0,574.0,68.0,40.0,257.0,2006,,,,,,,
140883,228608.0,97.0,3.0,4.0,42.0,2006,,,,,,,
140926,228635.0,1782.0,48.0,93.0,1161.0,2006,,,,,,,
140993,228644.0,1053.0,18.0,128.0,648.0,2006,,,,,,,
141063,228653.0,838.0,37.0,54.0,546.0,2006,,,,,,,
141149,228680.0,238.0,17.0,12.0,177.0,2006,,,,,,,
141203,228699.0,107.0,5.0,3.0,51.0,2006,,,,,,,
141254,228705.0,300.0,5.0,54.0,193.0,2006,,,,,,,
141317,228714.0,89.0,1.0,3.0,67.0,2006,,,,,,,
141381,228723.0,2179.0,73.0,97.0,1545.0,2006,,,,,,,
141484,228769.0,812.0,23.0,36.0,510.0,2006,,,,,,,
141550,228778.0,2448.0,85.0,105.0,1587.0,2006,,,,,,,
141615,228787.0,479.0,11.0,10.0,354.0,2006,,,,,,,
141676,228796.0,639.0,7.0,159.0,394.0,2006,,,,,,,
141742,228802.0,253.0,8.0,3.0,125.0,2006,,,,,,,
141797,228866.0,34.0,2.0,3.0,22.0,2006,,,,,,,
141839,228875.0,487.0,12.0,20.0,279.0,2006,,,,,,,
141903,228884.0,36.0,16.0,1.0,24.0,2006,,,,,,,
141947,228909.0,305.0,12.0,17.0,191.0,2006,,,,,,,
142002,228981.0,73.0,0.0,7.0,41.0,2006,,,,,,,
142045,229018.0,117.0,1.0,9.0,62.0,2006,,,,,,,
142099,229027.0,850.0,27.0,145.0,506.0,2006,,,,,,,
142169,229063.0,350.0,232.0,7.0,201.0,2006,,,,,,,
142282,229115.0,1112.0,20.0,59.0,722.0,2006,,,,,,,
142353,229160.0,154.0,5.0,9.0,79.0,2006,,,,,,,
142403,229179.0,404.0,14.0,13.0,102.0,2006,,,,,,,
142463,229267.0,227.0,5.0,16.0,144.0,2006,,,,,,,
142524,229300.0,998.0,43.0,70.0,569.0,2006,,,,,,,
142580,229319.0,152.0,1.0,90.0,93.0,2006,,,,,,,
142633,229328.0,96.0,4.0,11.0,53.0,2006,,,,,,,
142685,229337.0,760.0,21.0,97.0,440.0,2006,,,,,,,
142745,229355.0,255.0,11.0,5.0,111.0,2006,,,,,,,
142812,229504.0,74.0,3.0,4.0,31.0,2006,,,,,,,
142844,229540.0,96.0,1.0,3.0,38.0,2006,,,,,,,
142889,229780.0,118.0,4.0,2.0,86.0,2006,,,,,,,
142934,229799.0,110.0,1.0,1.0,51.0,2006,,,,,,,
142983,229814.0,238.0,3.0,5.0,134.0,2006,,,,,,,
143046,229832.0,50.0,3.0,2.0,33.0,2006,,,,,,,
143089,229841.0,144.0,13.0,6.0,53.0,2006,,,,,,,
143136,229887.0,51.0,29.0,1.0,34.0,2006,,,,,,,
143191,230038.0,1305.0,4.0,22.0,1043.0,2006,,,,,,,
143263,230047.0,122.0,1.0,1.0,96.0,2006,,,,,,,
143320,230056.0,12.0,0.0,1.0,4.0,2006,,,,,,,
143350,230092.0,85.0,0.0,1.0,58.0,2006,,,,,,,
143406,230162.0,52.0,0.0,0.0,27.0,2006,,,,,,,
143457,230171.0,120.0,0.0,1.0,74.0,2006,,,,,,,
143505,230366.0,9.0,0.0,1.0,4.0,2006,,,,,,,
143534,230384.0,14.0,0.0,0.0,10.0,2006,,,,,,,
143562,230418.0,14.0,0.0,0.0,9.0,2006,,,,,,,
143596,230472.0,7.0,0.0,0.0,5.0,2006,,,,,,,
143621,230490.0,48.0,0.0,2.0,33.0,2006,,,,,,,
143669,230597.0,121.0,0.0,2.0,90.0,2006,,,,,,,
143722,230603.0,222.0,1.0,2.0,151.0,2006,,,,,,,
143774,230630.0,7.0,0.0,0.0,5.0,2006,,,,,,,
143800,230676.0,37.0,1.0,0.0,24.0,2006,,,,,,,
143844,230728.0,767.0,0.0,16.0,520.0,2006,,,,,,,
143911,230737.0,456.0,5.0,7.0,303.0,2006,,,,,,,
143973,230746.0,350.0,5.0,12.0,180.0,2006,,,,,,,
144032,230764.0,2987.0,25.0,61.0,1929.0,2006,,,,,,,
144104,230782.0,496.0,7.0,14.0,296.0,2006,,,,,,,
144161,230807.0,130.0,0.0,0.0,64.0,2006,,,,,,,
144209,230816.0,61.0,1.0,1.0,34.0,2006,,,,,,,
144263,230825.0,6.0,0.0,0.0,3.0,2006,,,,,,,
144295,230834.0,88.0,1.0,1.0,46.0,2006,,,,,,,
144342,230852.0,80.0,0.0,0.0,52.0,2006,,,,,,,
144416,230889.0,13.0,0.0,0.0,6.0,2006,,,,,,,
144449,230898.0,45.0,0.0,0.0,32.0,2006,,,,,,,
144488,230913.0,54.0,1.0,0.0,37.0,2006,,,,,,,
144532,230931.0,58.0,0.0,0.0,35.0,2006,,,,,,,
144578,230940.0,42.0,0.0,0.0,23.0,2006,,,,,,,
144623,230959.0,260.0,5.0,8.0,161.0,2006,,,,,,,
144687,230977.0,28.0,0.0,0.0,22.0,2006,,,,,,,
144723,230995.0,122.0,2.0,2.0,76.0,2006,,,,,,,
144779,231059.0,143.0,2.0,3.0,81.0,2006,,,,,,,
144830,231068.0,28.0,1.0,1.0,14.0,2006,,,,,,,
144873,231077.0,14.0,0.0,0.0,9.0,2006,,,,,,,
144908,231086.0,17.0,5.0,0.0,9.0,2006,,,,,,,
144945,231095.0,8.0,0.0,0.0,4.0,2006,,,,,,,
144972,231147.0,48.0,1.0,0.0,29.0,2006,,,,,,,
145037,231165.0,77.0,1.0,0.0,44.0,2006,,,,,,,
145087,231174.0,1088.0,19.0,21.0,682.0,2006,,,,,,,
145152,231411.0,21.0,1.0,1.0,19.0,2006,,,,,,,
145183,231420.0,54.0,0.0,0.0,33.0,2006,,,,,,,
145222,231536.0,67.0,0.0,0.0,33.0,2006,,,,,,,
145267,231554.0,34.0,0.0,0.0,21.0,2006,,,,,,,
145304,231581.0,96.0,1.0,1.0,60.0,2006,,,,,,,
145361,231624.0,619.0,24.0,6.0,389.0,2006,,,,,,,
145427,231642.0,26.0,11.0,0.0,7.0,2006,,,,,,,
145459,231651.0,161.0,14.0,5.0,106.0,2006,,,,,,,
145508,231697.0,61.0,3.0,1.0,34.0,2006,,,,,,,
145552,231712.0,226.0,13.0,3.0,126.0,2006,,,,,,,
145609,231785.0,13.0,4.0,0.0,9.0,2006,,,,,,,
145638,231837.0,62.0,0.0,0.0,22.0,2006,,,,,,,
145679,231873.0,22.0,0.0,0.0,13.0,2006,,,,,,,
145721,231882.0,63.0,4.0,1.0,37.0,2006,,,,,,,
145764,231970.0,220.0,14.0,10.0,128.0,2006,,,,,,,
145822,232016.0,17.0,7.0,1.0,7.0,2006,,,,,,,
145852,232025.0,74.0,3.0,1.0,47.0,2006,,,,,,,
145896,232043.0,100.0,2.0,1.0,49.0,2006,,,,,,,
145932,232052.0,16.0,2.0,0.0,11.0,2006,,,,,,,
145973,232089.0,70.0,3.0,0.0,40.0,2006,,,,,,,
146025,232186.0,1302.0,52.0,26.0,779.0,2006,,,,,,,
146091,232195.0,58.0,6.0,1.0,25.0,2006,,,,,,,
146136,232256.0,108.0,2.0,2.0,75.0,2006,,,,,,,
146190,232265.0,353.0,219.0,7.0,165.0,2006,,,,,,,
146254,232308.0,80.0,4.0,2.0,39.0,2006,,,,,,,
146306,232414.0,134.0,20.0,2.0,71.0,2006,,,,,,,
146363,232423.0,854.0,24.0,11.0,479.0,2006,,,,,,,
146427,232450.0,77.0,9.0,1.0,30.0,2006,,,,,,,
146472,232557.0,340.0,8.0,5.0,240.0,2006,,,,,,,
146538,232566.0,208.0,8.0,1.0,112.0,2006,,,,,,,
146599,232575.0,62.0,1.0,0.0,31.0,2006,,,,,,,
146643,232609.0,158.0,3.0,3.0,80.0,2006,,,,,,,
146696,232672.0,73.0,1.0,3.0,35.0,2006,,,,,,,
146743,232681.0,246.0,8.0,7.0,134.0,2006,,,,,,,
146807,232706.0,138.0,3.0,1.0,36.0,2006,,,,,,,
146858,232788.0,46.0,2.0,0.0,28.0,2006,,,,,,,
146900,232797.0,70.0,3.0,0.0,32.0,2006,,,,,,,
146935,232867.0,57.0,2.0,0.0,24.0,2006,,,,,,,
146977,232937.0,272.0,177.0,2.0,140.0,2006,,,,,,,
147042,232946.0,551.0,48.0,18.0,254.0,2006,,,,,,,
147100,232982.0,700.0,45.0,11.0,425.0,2006,,,,,,,
147168,233019.0,49.0,6.0,0.0,23.0,2006,,,,,,,
147209,233037.0,20.0,7.0,0.0,10.0,2006,,,,,,,
147249,233091.0,7.0,1.0,0.0,3.0,2006,,,,,,,
147274,233116.0,67.0,5.0,1.0,32.0,2006,,,,,,,
147319,233277.0,397.0,13.0,9.0,211.0,2006,,,,,,,
147379,233295.0,91.0,3.0,1.0,57.0,2006,,,,,,,
147427,233301.0,75.0,1.0,3.0,33.0,2006,,,,,,,
147477,233310.0,33.0,2.0,0.0,14.0,2006,,,,,,,
147526,233338.0,34.0,4.0,0.0,16.0,2006,,,,,,,
147564,233374.0,353.0,15.0,10.0,214.0,2006,,,,,,,
147624,233426.0,157.0,5.0,6.0,77.0,2006,,,,,,,
147675,233499.0,28.0,16.0,0.0,17.0,2006,,,,,,,
