,Unit Id,Grand total,Black total,Hispanic total,Grand total women,Year,UNITID,HRTOTLT,DVHRBKT,DVHRHST,HRBKAAT,HRTOTLW,HRHISPT
79725,,,,,,2012,445601.0,9.0,,,6.0,9.0,0.0
79737,,,,,,2012,445610.0,6.0,,,1.0,5.0,0.0
79753,,,,,,2012,445674.0,38.0,,,0.0,20.0,1.0
79767,,,,,,2012,445692.0,10.0,,,0.0,3.0,1.0
79780,,,,,,2012,445708.0,91.0,,,5.0,41.0,1.0
79794,,,,,,2012,445717.0,24.0,,,6.0,9.0,0.0
79807,,,,,,2012,445726.0,26.0,,,2.0,5.0,0.0
79822,,,,,,2012,445735.0,79.0,,,5.0,43.0,0.0
79840,,,,,,2012,445753.0,11.0,,,3.0,8.0,5.0
79853,,,,,,2012,445762.0,16.0,,,4.0,2.0,1.0
79863,,,,,,2012,445814.0,17.0,,,6.0,11.0,0.0
79875,,,,,,2012,445869.0,9.0,,,0.0,3.0,0.0
79889,,,,,,2012,445920.0,18.0,,,0.0,12.0,1.0
79902,,,,,,2012,445939.0,11.0,,,0.0,6.0,0.0
79917,,,,,,2012,446048.0,52.0,,,0.0,6.0,3.0
79935,,,,,,2012,446127.0,2.0,,,0.0,2.0,0.0
79951,,,,,,2012,446233.0,5.0,,,0.0,3.0,0.0
79967,,,,,,2012,446446.0,23.0,,,3.0,18.0,4.0
79980,,,,,,2012,446552.0,44.0,,,18.0,21.0,9.0
79991,,,,,,2012,446561.0,6.0,,,0.0,6.0,2.0
80007,,,,,,2012,446604.0,99.0,,,0.0,0.0,0.0
80020,,,,,,2012,446613.0,9.0,,,9.0,2.0,0.0
80034,,,,,,2012,446640.0,12.0,,,0.0,4.0,1.0
80047,,,,,,2012,446668.0,18.0,,,0.0,9.0,0.0
80061,,,,,,2012,446677.0,5.0,,,0.0,2.0,0.0
80075,,,,,,2012,446701.0,1.0,,,0.0,1.0,0.0
80086,,,,,,2012,446710.0,4.0,,,0.0,2.0,0.0
80096,,,,,,2012,446738.0,7.0,,,0.0,3.0,1.0
80106,,,,,,2012,446747.0,6.0,,,1.0,2.0,0.0
80116,,,,,,2012,446756.0,5.0,,,2.0,0.0,0.0
80127,,,,,,2012,446765.0,9.0,,,1.0,4.0,2.0
80141,,,,,,2012,446774.0,59.0,,,1.0,42.0,0.0
80161,,,,,,2012,446792.0,6.0,,,0.0,1.0,1.0
80175,,,,,,2012,446808.0,4.0,,,0.0,1.0,0.0
80190,,,,,,2012,446817.0,5.0,,,0.0,3.0,0.0
80204,,,,,,2012,446835.0,27.0,,,1.0,3.0,7.0
80216,,,,,,2012,446844.0,27.0,,,1.0,8.0,0.0
80229,,,,,,2012,446880.0,13.0,,,6.0,10.0,0.0
80243,,,,,,2012,446899.0,14.0,,,0.0,5.0,0.0
80257,,,,,,2012,446905.0,9.0,,,3.0,0.0,0.0
80273,,,,,,2012,446914.0,19.0,,,8.0,8.0,0.0
80288,,,,,,2012,446923.0,10.0,,,2.0,2.0,0.0
80302,,,,,,2012,446932.0,21.0,,,0.0,4.0,0.0
80327,,,,,,2012,447014.0,9.0,,,0.0,8.0,1.0
80340,,,,,,2012,447050.0,13.0,,,1.0,9.0,4.0
80353,,,,,,2012,447069.0,9.0,,,3.0,3.0,2.0
80365,,,,,,2012,447102.0,7.0,,,0.0,6.0,1.0
80378,,,,,,2012,447120.0,4.0,,,0.0,4.0,2.0
80392,,,,,,2012,447236.0,6.0,,,0.0,4.0,1.0
80409,,,,,,2012,447263.0,14.0,,,0.0,9.0,0.0
80422,,,,,,2012,447272.0,1.0,,,0.0,1.0,0.0
80435,,,,,,2012,447290.0,13.0,,,4.0,5.0,4.0
80448,,,,,,2012,447351.0,22.0,,,2.0,14.0,3.0
80464,,,,,,2012,447360.0,17.0,,,0.0,10.0,4.0
80481,,,,,,2012,447379.0,16.0,,,1.0,13.0,0.0
80495,,,,,,2012,447397.0,8.0,,,0.0,7.0,0.0
80508,,,,,,2012,447421.0,13.0,,,0.0,8.0,0.0
80521,,,,,,2012,447458.0,48.0,,,1.0,10.0,2.0
80537,,,,,,2012,447476.0,9.0,,,0.0,5.0,0.0
80560,,,,,,2012,447582.0,49.0,,,3.0,24.0,0.0
80573,,,,,,2012,447625.0,6.0,,,0.0,4.0,0.0
80585,,,,,,2012,447634.0,4.0,,,0.0,3.0,0.0
80599,,,,,,2012,447652.0,6.0,,,1.0,4.0,0.0
80612,,,,,,2012,447661.0,8.0,,,3.0,4.0,0.0
80624,,,,,,2012,447670.0,12.0,,,1.0,7.0,0.0
80639,,,,,,2012,447689.0,308.0,,,38.0,155.0,12.0
80657,,,,,,2012,447768.0,28.0,,,1.0,21.0,13.0
80671,,,,,,2012,447847.0,38.0,,,0.0,4.0,0.0
80686,,,,,,2012,447935.0,13.0,,,1.0,11.0,0.0
80701,,,,,,2012,448114.0,3.0,,,0.0,3.0,0.0
80715,,,,,,2012,448284.0,6.0,,,0.0,5.0,0.0
80729,,,,,,2012,448309.0,15.0,,,6.0,9.0,0.0
80752,,,,,,2012,448345.0,21.0,,,0.0,8.0,1.0
80767,,,,,,2012,448354.0,8.0,,,0.0,4.0,2.0
80781,,,,,,2012,448363.0,13.0,,,2.0,8.0,1.0
80807,,,,,,2012,448415.0,39.0,,,10.0,35.0,1.0
80821,,,,,,2012,448442.0,7.0,,,2.0,2.0,0.0
80836,,,,,,2012,448451.0,10.0,,,0.0,1.0,0.0
80852,,,,,,2012,448460.0,4.0,,,1.0,0.0,0.0
80867,,,,,,2012,448479.0,10.0,,,1.0,2.0,0.0
80881,,,,,,2012,448488.0,7.0,,,0.0,3.0,0.0
80896,,,,,,2012,448497.0,6.0,,,0.0,4.0,0.0
80911,,,,,,2012,448503.0,12.0,,,0.0,6.0,0.0
80926,,,,,,2012,448512.0,15.0,,,1.0,10.0,0.0
80940,,,,,,2012,448521.0,3.0,,,0.0,2.0,0.0
80951,,,,,,2012,448530.0,4.0,,,2.0,3.0,0.0
80962,,,,,,2012,448558.0,4.0,,,1.0,3.0,0.0
80973,,,,,,2012,448567.0,9.0,,,3.0,6.0,1.0
80985,,,,,,2012,448576.0,45.0,,,2.0,18.0,5.0
80999,,,,,,2012,448585.0,2.0,,,1.0,2.0,0.0
81014,,,,,,2012,448594.0,44.0,,,1.0,22.0,6.0
81034,,,,,,2012,448600.0,7.0,,,0.0,6.0,0.0
81049,,,,,,2012,448628.0,7.0,,,3.0,2.0,0.0
81076,,,,,,2012,448655.0,2.0,,,0.0,2.0,0.0
81088,,,,,,2012,448664.0,16.0,,,3.0,6.0,0.0
81101,,,,,,2012,448673.0,21.0,,,3.0,13.0,1.0
81113,,,,,,2012,448691.0,5.0,,,0.0,4.0,0.0
81127,,,,,,2012,448734.0,5.0,,,0.0,3.0,0.0
81140,,,,,,2012,448752.0,9.0,,,0.0,5.0,0.0
81157,,,,,,2012,448761.0,8.0,,,2.0,5.0,1.0
81173,,,,,,2012,448789.0,15.0,,,6.0,8.0,0.0
81188,,,,,,2012,448804.0,3.0,,,0.0,2.0,0.0
81203,,,,,,2012,448822.0,4.0,,,2.0,1.0,0.0
81213,,,,,,2012,448831.0,5.0,,,2.0,4.0,0.0
81228,,,,,,2012,448840.0,107.0,,,5.0,49.0,9.0
81246,,,,,,2012,448859.0,11.0,,,0.0,1.0,0.0
81271,,,,,,2012,449010.0,33.0,,,1.0,15.0,0.0
81284,,,,,,2012,449038.0,19.0,,,6.0,9.0,1.0
81297,,,,,,2012,449074.0,6.0,,,2.0,3.0,0.0
81311,,,,,,2012,449083.0,7.0,,,0.0,0.0,7.0
81328,,,,,,2012,449092.0,6.0,,,0.0,1.0,6.0
81346,,,,,,2012,449117.0,17.0,,,5.0,13.0,0.0
81363,,,,,,2012,449126.0,8.0,,,0.0,8.0,0.0
81381,,,,,,2012,449135.0,32.0,,,0.0,19.0,32.0
81394,,,,,,2012,449339.0,445.0,,,25.0,241.0,11.0
81409,,,,,,2012,449506.0,21.0,,,4.0,15.0,17.0
81426,,,,,,2012,449524.0,14.0,,,3.0,11.0,2.0
81442,,,,,,2012,449612.0,10.0,,,1.0,3.0,0.0
81454,,,,,,2012,449764.0,13.0,,,2.0,3.0,0.0
81467,,,,,,2012,449870.0,12.0,,,0.0,1.0,3.0
81483,,,,,,2012,449898.0,18.0,,,0.0,9.0,0.0
81497,,,,,,2012,449922.0,24.0,,,2.0,13.0,0.0
81508,,,,,,2012,449931.0,9.0,,,0.0,2.0,0.0
81524,,,,,,2012,450003.0,11.0,,,0.0,9.0,0.0
81541,,,,,,2012,450021.0,22.0,,,8.0,17.0,0.0
81555,,,,,,2012,450049.0,14.0,,,0.0,5.0,0.0
81568,,,,,,2012,450058.0,27.0,,,2.0,20.0,0.0
81583,,,,,,2012,450067.0,13.0,,,2.0,10.0,0.0
81599,,,,,,2012,450085.0,22.0,,,2.0,15.0,0.0
81612,,,,,,2012,450094.0,16.0,,,0.0,6.0,0.0
81625,,,,,,2012,450128.0,18.0,,,1.0,17.0,0.0
81638,,,,,,2012,450155.0,12.0,,,3.0,10.0,0.0
81651,,,,,,2012,450173.0,48.0,,,8.0,39.0,6.0
81668,,,,,,2012,450191.0,10.0,,,3.0,10.0,0.0
81686,,,,,,2012,450207.0,6.0,,,1.0,4.0,0.0
81701,,,,,,2012,450216.0,10.0,,,2.0,3.0,0.0
81715,,,,,,2012,450225.0,8.0,,,2.0,3.0,0.0
81730,,,,,,2012,450234.0,11.0,,,1.0,6.0,0.0
81745,,,,,,2012,450243.0,9.0,,,6.0,3.0,0.0
81761,,,,,,2012,450252.0,8.0,,,1.0,4.0,0.0
81775,,,,,,2012,450261.0,4.0,,,2.0,2.0,0.0
81789,,,,,,2012,450270.0,17.0,,,5.0,9.0,1.0
81804,,,,,,2012,450289.0,17.0,,,5.0,11.0,1.0
81820,,,,,,2012,450304.0,17.0,,,1.0,6.0,1.0
81836,,,,,,2012,450377.0,5.0,,,2.0,4.0,0.0
81849,,,,,,2012,450386.0,3.0,,,0.0,2.0,0.0
81863,,,,,,2012,450401.0,25.0,,,2.0,25.0,0.0
81877,,,,,,2012,450429.0,6.0,,,0.0,5.0,0.0
81891,,,,,,2012,450447.0,6.0,,,0.0,4.0,1.0
81904,,,,,,2012,450456.0,5.0,,,2.0,4.0,0.0
81918,,,,,,2012,450465.0,7.0,,,1.0,3.0,2.0
81933,,,,,,2012,450474.0,14.0,,,5.0,10.0,0.0
81945,,,,,,2012,450483.0,3.0,,,0.0,3.0,0.0
81958,,,,,,2012,450492.0,3.0,,,2.0,1.0,0.0
81990,,,,,,2012,450526.0,1.0,,,0.0,1.0,1.0
82003,,,,,,2012,450535.0,3.0,,,0.0,2.0,0.0
82028,,,,,,2012,450571.0,15.0,,,0.0,12.0,0.0
82042,,,,,,2012,450696.0,7.0,,,0.0,5.0,0.0
82058,,,,,,2012,450702.0,13.0,,,0.0,10.0,2.0
82072,,,,,,2012,450766.0,6.0,,,0.0,2.0,0.0
82086,,,,,,2012,450933.0,37.0,,,0.0,16.0,0.0
82102,,,,,,2012,450942.0,36.0,,,5.0,23.0,2.0
82114,,,,,,2012,450960.0,5.0,,,2.0,4.0,2.0
82127,,,,,,2012,450979.0,68.0,,,2.0,32.0,3.0
82141,,,,,,2012,451060.0,11.0,,,0.0,1.0,3.0
82155,,,,,,2012,451088.0,9.0,,,5.0,4.0,0.0
82169,,,,,,2012,451130.0,4.0,,,0.0,2.0,1.0
82183,,,,,,2012,451398.0,7.0,,,0.0,0.0,0.0
82195,,,,,,2012,451404.0,25.0,,,0.0,0.0,0.0
82208,,,,,,2012,451510.0,34.0,,,4.0,16.0,2.0
82228,,,,,,2012,451556.0,31.0,,,1.0,5.0,26.0
82241,,,,,,2012,451662.0,201.0,,,3.0,137.0,7.0
82257,,,,,,2012,451671.0,57.0,,,3.0,31.0,0.0
82276,,,,,,2012,451680.0,56.0,,,2.0,25.0,6.0
82295,,,,,,2012,451699.0,23.0,,,4.0,19.0,0.0
82310,,,,,,2012,451741.0,5.0,,,0.0,3.0,5.0
82330,,,,,,2012,451750.0,26.0,,,5.0,20.0,0.0
82347,,,,,,2012,451769.0,15.0,,,0.0,11.0,0.0
82360,,,,,,2012,451796.0,11.0,,,0.0,2.0,0.0
82372,,,,,,2012,451820.0,25.0,,,2.0,15.0,2.0
82385,,,,,,2012,451848.0,17.0,,,1.0,5.0,0.0
82398,,,,,,2012,451857.0,24.0,,,10.0,17.0,4.0
82414,,,,,,2012,451866.0,28.0,,,9.0,18.0,0.0
82454,,,,,,2012,451909.0,6.0,,,3.0,3.0,0.0
82468,,,,,,2012,451936.0,5.0,,,1.0,1.0,0.0
82483,,,,,,2012,451945.0,6.0,,,2.0,3.0,0.0
82498,,,,,,2012,451954.0,4.0,,,1.0,1.0,0.0
82513,,,,,,2012,451963.0,5.0,,,1.0,2.0,0.0
82527,,,,,,2012,451972.0,14.0,,,1.0,8.0,1.0
82542,,,,,,2012,451981.0,4.0,,,0.0,0.0,0.0
82557,,,,,,2012,451990.0,6.0,,,2.0,3.0,0.0
82571,,,,,,2012,452018.0,7.0,,,0.0,4.0,0.0
82584,,,,,,2012,452027.0,20.0,,,1.0,13.0,2.0
82598,,,,,,2012,452054.0,23.0,,,0.0,6.0,0.0
82610,,,,,,2012,452063.0,23.0,,,2.0,5.0,2.0
82622,,,,,,2012,452090.0,1.0,,,0.0,0.0,0.0
82634,,,,,,2012,452115.0,46.0,,,46.0,11.0,0.0
82648,,,,,,2012,452124.0,7.0,,,1.0,6.0,0.0
82663,,,,,,2012,452373.0,5.0,,,0.0,3.0,0.0
82677,,,,,,2012,452948.0,23.0,,,0.0,20.0,0.0
82691,,,,,,2012,453109.0,8.0,,,0.0,3.0,0.0
82703,,,,,,2012,453127.0,6.0,,,0.0,3.0,0.0
82717,,,,,,2012,453163.0,30.0,,,8.0,14.0,0.0
82730,,,,,,2012,453215.0,8.0,,,2.0,4.0,1.0
82743,,,,,,2012,453349.0,6.0,,,1.0,4.0,0.0
82755,,,,,,2012,453455.0,8.0,,,1.0,6.0,0.0
82768,,,,,,2012,453464.0,8.0,,,0.0,5.0,0.0
82781,,,,,,2012,453473.0,10.0,,,2.0,8.0,0.0
82795,,,,,,2012,453482.0,8.0,,,1.0,4.0,0.0
82809,,,,,,2012,453747.0,15.0,,,3.0,7.0,0.0
82825,,,,,,2012,453817.0,16.0,,,0.0,0.0,0.0
82841,,,,,,2012,454175.0,30.0,,,5.0,16.0,22.0
82859,,,,,,2012,454184.0,23.0,,,1.0,2.0,0.0
82882,,,,,,2012,454227.0,46.0,,,3.0,43.0,0.0
82895,,,,,,2012,454236.0,18.0,,,3.0,18.0,0.0
82908,,,,,,2012,454245.0,15.0,,,0.0,14.0,0.0
82922,,,,,,2012,454403.0,7.0,,,2.0,4.0,5.0
82939,,,,,,2012,454412.0,11.0,,,6.0,5.0,4.0
82953,,,,,,2012,454421.0,9.0,,,3.0,4.0,3.0
82967,,,,,,2012,454430.0,7.0,,,3.0,3.0,3.0
82981,,,,,,2012,454458.0,1.0,,,0.0,1.0,0.0
82994,,,,,,2012,454591.0,7.0,,,0.0,5.0,0.0
83009,,,,,,2012,454616.0,15.0,,,1.0,1.0,1.0
83029,,,,,,2012,454625.0,22.0,,,11.0,21.0,0.0
83045,,,,,,2012,454689.0,24.0,,,0.0,10.0,3.0
83068,,,,,,2012,454856.0,17.0,,,2.0,15.0,0.0
83083,,,,,,2012,454865.0,2.0,,,0.0,1.0,0.0
83097,,,,,,2012,454883.0,1.0,,,0.0,1.0,1.0
83115,,,,,,2012,455114.0,105.0,,,0.0,53.0,3.0
83135,,,,,,2012,455169.0,44.0,,,13.0,25.0,2.0
83149,,,,,,2012,455196.0,44.0,,,8.0,40.0,1.0
83163,,,,,,2012,455390.0,17.0,,,14.0,11.0,0.0
83179,,,,,,2012,455406.0,20.0,,,0.0,10.0,1.0
83195,,,,,,2012,455479.0,14.0,,,1.0,13.0,0.0
83209,,,,,,2012,455488.0,12.0,,,5.0,8.0,0.0
83224,,,,,,2012,455512.0,39.0,,,1.0,24.0,7.0
83240,,,,,,2012,455567.0,6.0,,,5.0,3.0,0.0
83254,,,,,,2012,455585.0,9.0,,,0.0,9.0,0.0
83267,,,,,,2012,455600.0,8.0,,,0.0,3.0,0.0
83280,,,,,,2012,455619.0,6.0,,,0.0,3.0,0.0
83294,,,,,,2012,455628.0,4.0,,,2.0,3.0,0.0
83312,,,,,,2012,455655.0,24.0,,,12.0,14.0,0.0
83329,,,,,,2012,455664.0,19.0,,,3.0,7.0,1.0
83342,,,,,,2012,455682.0,5.0,,,1.0,2.0,0.0
83355,,,,,,2012,455716.0,32.0,,,9.0,21.0,0.0
83369,,,,,,2012,455770.0,4.0,,,0.0,0.0,0.0
83385,,,,,,2012,455804.0,9.0,,,0.0,1.0,1.0
83412,,,,,,2012,456010.0,7.0,,,0.0,5.0,1.0
83424,,,,,,2012,456038.0,9.0,,,3.0,8.0,0.0
83439,,,,,,2012,456056.0,15.0,,,4.0,13.0,0.0
83454,,,,,,2012,456180.0,10.0,,,1.0,6.0,3.0
83468,,,,,,2012,456205.0,17.0,,,5.0,12.0,1.0
83483,,,,,,2012,456278.0,14.0,,,2.0,9.0,0.0
83496,,,,,,2012,456296.0,6.0,,,1.0,3.0,0.0
83509,,,,,,2012,456311.0,8.0,,,1.0,7.0,4.0
83522,,,,,,2012,456348.0,104.0,,,20.0,67.0,2.0
83534,,,,,,2012,456357.0,25.0,,,1.0,20.0,0.0
83546,,,,,,2012,456366.0,23.0,,,5.0,22.0,0.0
83559,,,,,,2012,456375.0,4.0,,,1.0,3.0,0.0
83574,,,,,,2012,456393.0,5.0,,,2.0,0.0,0.0
83589,,,,,,2012,456409.0,6.0,,,0.0,2.0,0.0
83604,,,,,,2012,456418.0,11.0,,,1.0,5.0,0.0
83620,,,,,,2012,456427.0,5.0,,,1.0,2.0,0.0
83636,,,,,,2012,456436.0,6.0,,,1.0,1.0,1.0
83651,,,,,,2012,456445.0,6.0,,,2.0,3.0,0.0
83665,,,,,,2012,456454.0,12.0,,,0.0,8.0,0.0
83680,,,,,,2012,456542.0,33.0,,,2.0,12.0,1.0
83697,,,,,,2012,456612.0,3.0,,,1.0,3.0,0.0
83710,,,,,,2012,456630.0,1.0,,,0.0,0.0,0.0
83722,,,,,,2012,456667.0,13.0,,,2.0,7.0,0.0
83734,,,,,,2012,456782.0,11.0,,,0.0,8.0,0.0
83744,,,,,,2012,456791.0,12.0,,,4.0,8.0,0.0
83757,,,,,,2012,456807.0,9.0,,,0.0,8.0,0.0
83769,,,,,,2012,456816.0,9.0,,,0.0,8.0,0.0
83782,,,,,,2012,456834.0,7.0,,,1.0,4.0,1.0
83795,,,,,,2012,456852.0,22.0,,,5.0,14.0,4.0
83809,,,,,,2012,456940.0,17.0,,,0.0,4.0,0.0
83823,,,,,,2012,456977.0,8.0,,,1.0,3.0,4.0
83838,,,,,,2012,457004.0,6.0,,,0.0,5.0,0.0
83852,,,,,,2012,457022.0,5.0,,,0.0,4.0,0.0
83868,,,,,,2012,457101.0,10.0,,,2.0,5.0,1.0
83882,,,,,,2012,457110.0,17.0,,,0.0,17.0,0.0
83895,,,,,,2012,457129.0,13.0,,,1.0,11.0,0.0
83910,,,,,,2012,457402.0,9.0,,,9.0,7.0,0.0
83927,,,,,,2012,458159.0,5.0,,,1.0,3.0,0.0
83942,,,,,,2012,458186.0,2.0,,,0.0,1.0,1.0
83955,,,,,,2012,458210.0,28.0,,,0.0,23.0,2.0
83969,,,,,,2012,458229.0,16.0,,,2.0,15.0,2.0
83982,,,,,,2012,458238.0,3.0,,,0.0,2.0,0.0
83995,,,,,,2012,458247.0,27.0,,,4.0,16.0,20.0
84014,,,,,,2012,458256.0,14.0,,,9.0,14.0,0.0
84031,,,,,,2012,458283.0,6.0,,,0.0,6.0,0.0
84042,,,,,,2012,458371.0,2.0,,,1.0,2.0,0.0
84054,,,,,,2012,458405.0,16.0,,,9.0,12.0,0.0
84068,,,,,,2012,458432.0,4.0,,,1.0,4.0,0.0
84081,,,,,,2012,458441.0,11.0,,,6.0,6.0,0.0
84096,,,,,,2012,458469.0,12.0,,,0.0,9.0,12.0
84110,,,,,,2012,458496.0,5.0,,,1.0,2.0,0.0
84124,,,,,,2012,458502.0,10.0,,,1.0,7.0,0.0
84151,,,,,,2012,458593.0,11.0,,,10.0,9.0,0.0
84167,,,,,,2012,458609.0,8.0,,,5.0,7.0,0.0
84180,,,,,,2012,458618.0,11.0,,,2.0,10.0,1.0
84193,,,,,,2012,458636.0,8.0,,,2.0,6.0,4.0
84205,,,,,,2012,458654.0,14.0,,,2.0,9.0,5.0
84218,,,,,,2012,458663.0,9.0,,,2.0,8.0,1.0
84230,,,,,,2012,458681.0,9.0,,,1.0,6.0,0.0
84243,,,,,,2012,458690.0,3.0,,,0.0,2.0,0.0
84255,,,,,,2012,458706.0,1.0,,,0.0,1.0,0.0
84268,,,,,,2012,458715.0,4.0,,,1.0,2.0,0.0
84280,,,,,,2012,458733.0,11.0,,,0.0,7.0,0.0
84292,,,,,,2012,458742.0,10.0,,,0.0,8.0,0.0
84304,,,,,,2012,458751.0,7.0,,,0.0,7.0,0.0
84317,,,,,,2012,458760.0,7.0,,,0.0,6.0,0.0
84330,,,,,,2012,458779.0,9.0,,,0.0,7.0,0.0
84345,,,,,,2012,458797.0,33.0,,,18.0,23.0,13.0
84360,,,,,,2012,458919.0,34.0,,,18.0,8.0,0.0
84373,,,,,,2012,458955.0,7.0,,,3.0,3.0,0.0
84385,,,,,,2012,458964.0,14.0,,,6.0,3.0,0.0
84398,,,,,,2012,458973.0,7.0,,,1.0,4.0,1.0
84410,,,,,,2012,458982.0,15.0,,,1.0,8.0,3.0
84423,,,,,,2012,458991.0,11.0,,,1.0,9.0,0.0
84438,,,,,,2012,459107.0,11.0,,,1.0,7.0,0.0
84456,,,,,,2012,459204.0,33.0,,,3.0,26.0,5.0
84472,,,,,,2012,459259.0,7.0,,,1.0,5.0,0.0
84485,,,,,,2012,459268.0,12.0,,,3.0,4.0,0.0
84515,,,,,,2012,459587.0,13.0,,,2.0,8.0,1.0
84530,,,,,,2012,459596.0,8.0,,,2.0,6.0,0.0
84544,,,,,,2012,459602.0,5.0,,,2.0,1.0,0.0
84558,,,,,,2012,459611.0,4.0,,,0.0,2.0,0.0
84573,,,,,,2012,459620.0,3.0,,,0.0,1.0,0.0
84589,,,,,,2012,459639.0,2.0,,,0.0,0.0,0.0
84603,,,,,,2012,459648.0,2.0,,,0.0,0.0,0.0
84618,,,,,,2012,459657.0,3.0,,,0.0,3.0,0.0
84632,,,,,,2012,459666.0,1.0,,,1.0,0.0,0.0
84647,,,,,,2012,459675.0,2.0,,,0.0,0.0,0.0
84664,,,,,,2012,459684.0,6.0,,,1.0,2.0,2.0
84680,,,,,,2012,459693.0,1.0,,,0.0,0.0,0.0
84694,,,,,,2012,459709.0,8.0,,,1.0,2.0,0.0
84709,,,,,,2012,459718.0,10.0,,,1.0,1.0,1.0
84723,,,,,,2012,459727.0,8.0,,,0.0,5.0,0.0
84739,,,,,,2012,459736.0,105.0,,,3.0,62.0,3.0
84759,,,,,,2012,459745.0,5.0,,,1.0,5.0,1.0
84774,,,,,,2012,459824.0,60.0,,,1.0,30.0,0.0
84791,,,,,,2012,459842.0,11.0,,,2.0,7.0,2.0
84804,,,,,,2012,459851.0,12.0,,,0.0,9.0,0.0
84820,,,,,,2012,459930.0,8.0,,,0.0,4.0,0.0
84836,,,,,,2012,459994.0,26.0,,,5.0,12.0,1.0
84849,,,,,,2012,460020.0,10.0,,,7.0,7.0,0.0
84863,,,,,,2012,460039.0,6.0,,,0.0,3.0,1.0
84877,,,,,,2012,460048.0,3.0,,,0.0,2.0,0.0
84889,,,,,,2012,460136.0,6.0,,,2.0,4.0,1.0
84900,,,,,,2012,460181.0,6.0,,,3.0,6.0,0.0
84912,,,,,,2012,460190.0,9.0,,,0.0,7.0,0.0
84924,,,,,,2012,460206.0,7.0,,,1.0,7.0,4.0
84937,,,,,,2012,460215.0,7.0,,,0.0,0.0,0.0
84953,,,,,,2012,460358.0,14.0,,,7.0,12.0,3.0
84971,,,,,,2012,460394.0,78.0,,,6.0,43.0,14.0
84994,,,,,,2012,460464.0,68.0,,,4.0,36.0,10.0
85012,,,,,,2012,460613.0,1.0,,,0.0,1.0,1.0
85024,,,,,,2012,460668.0,6.0,,,6.0,3.0,0.0
85038,,,,,,2012,460729.0,3.0,,,0.0,0.0,1.0
85049,,,,,,2012,460738.0,7.0,,,0.0,6.0,0.0
85063,,,,,,2012,460774.0,16.0,,,11.0,11.0,0.0
85085,,,,,,2012,460817.0,10.0,,,1.0,5.0,0.0
85101,,,,,,2012,460826.0,7.0,,,3.0,6.0,0.0
85118,,,,,,2012,460835.0,9.0,,,1.0,8.0,1.0
85135,,,,,,2012,460844.0,9.0,,,6.0,6.0,0.0
85153,,,,,,2012,460853.0,6.0,,,4.0,6.0,0.0
85168,,,,,,2012,460871.0,7.0,,,3.0,6.0,0.0
85181,,,,,,2012,460899.0,12.0,,,0.0,8.0,0.0
85195,,,,,,2012,460923.0,16.0,,,9.0,13.0,2.0
85209,,,,,,2012,461005.0,4.0,,,0.0,4.0,0.0
85224,,,,,,2012,461023.0,24.0,,,3.0,12.0,2.0
85239,,,,,,2012,461148.0,4.0,,,0.0,0.0,0.0
85255,,,,,,2012,461236.0,14.0,,,0.0,4.0,0.0
85272,,,,,,2012,461281.0,5.0,,,0.0,5.0,4.0
85288,,,,,,2012,461759.0,6.0,,,6.0,1.0,0.0
85304,,,,,,2012,461795.0,9.0,,,0.0,2.0,0.0
85329,,,,,,2012,462354.0,13.0,,,0.0,3.0,0.0
85342,,,,,,2012,465812.0,15.0,,,0.0,7.0,0.0
85365,,,,,,2012,466514.0,5.0,,,0.0,5.0,0.0
85377,,,,,,2012,466921.0,47.0,,,4.0,43.0,0.0
85391,,,,,,2012,466930.0,3.0,,,1.0,2.0,0.0
85417,,,,,,2012,467368.0,4.0,,,0.0,3.0,0.0
85429,,,,,,2012,467793.0,6.0,,,1.0,4.0,0.0
85441,,,,,,2012,468015.0,8.0,,,0.0,5.0,0.0
85454,,,,,,2012,468024.0,1.0,,,1.0,1.0,0.0
85466,,,,,,2012,468398.0,4.0,,,0.0,1.0,0.0
85482,,,,,,2012,469407.0,32.0,,,0.0,19.0,32.0
85498,,,,,,2012,469416.0,36.0,,,0.0,22.0,36.0
85512,,,,,,2012,469629.0,12.0,,,1.0,3.0,0.0
85525,,,,,,2012,470092.0,5.0,,,1.0,3.0,0.0
85537,,,,,,2012,470162.0,1.0,,,1.0,0.0,0.0
85550,,,,,,2012,470269.0,15.0,,,0.0,1.0,0.0
85566,,,,,,2012,470852.0,4.0,,,1.0,1.0,0.0
85581,,,,,,2012,470861.0,3.0,,,1.0,1.0,0.0
85610,,,,,,2012,470889.0,4.0,,,0.0,2.0,2.0
85624,,,,,,2012,470898.0,2.0,,,0.0,0.0,1.0
85664,,,,,,2012,474881.0,18.0,,,2.0,2.0,0.0
85676,,,,,,2012,474890.0,5.0,,,0.0,4.0,0.0
85722,,,,,,2012,475033.0,18.0,,,2.0,15.0,0.0
85744,,,,,,2012,475060.0,2.0,,,2.0,2.0,0.0
85755,,,,,,2012,475079.0,4.0,,,3.0,4.0,0.0
85769,,,,,,2012,475121.0,133.0,,,10.0,93.0,3.0
85780,,,,,,2012,475176.0,7.0,,,0.0,2.0,1.0
85794,,,,,,2012,475185.0,7.0,,,0.0,1.0,4.0
85815,,,,,,2012,475194.0,10.0,,,5.0,6.0,0.0
85827,,,,,,2012,475200.0,7.0,,,0.0,2.0,0.0
85838,,,,,,2012,475237.0,14.0,,,3.0,8.0,0.0
