,Unit Id,Grand total enrolled,Black total enrolled,Hispanic total enrolled,Total women enrolled,Year
17870,375489,116,3,5,94,1998
17871,375540,11,1,0,11,1998
17872,375559,46,27,0,44,1998
17873,375568,30,0,0,30,1998
17874,375601,28,0,0,28,1998
17875,375610,11,0,0,10,1998
17876,375647,57,23,3,54,1998
17877,375656,13,0,0,11,1998
17878,375683,467,21,5,227,1998
17879,375692,58,2,1,42,1998
17880,375708,70,1,0,53,1998
17881,375717,66,11,0,54,1998
17882,375726,60,0,0,54,1998
17883,375735,43,6,1,33,1998
17884,375744,391,4,0,156,1998
17885,375753,24,0,1,14,1998
17886,375762,31,1,0,25,1998
17887,375799,19,5,4,15,1998
17888,375841,557,16,13,196,1998
17889,375878,215,129,34,192,1998
17890,375902,12,0,0,9,1998
17891,375939,142,2,0,115,1998
17892,375948,596,125,6,318,1998
17893,375966,35,16,0,29,1998
17894,375984,188,165,8,146,1998
17895,376039,92,1,0,40,1998
17896,376109,52,3,1,40,1998
17897,376118,47,3,2,30,1998
17898,376127,71,11,33,67,1998
17899,376136,115,8,0,102,1998
17900,376224,300,0,300,255,1998
17901,376242,144,0,144,127,1998
17902,376288,26,0,26,23,1998
17903,376330,329,0,329,298,1998
17904,376349,218,0,218,210,1998
17905,376385,719,0,719,497,1998
17906,376446,36,1,2,34,1998
17907,376604,90,2,0,79,1998
17908,376631,17,0,0,14,1998
17909,376677,64,34,3,53,1998
17910,376695,347,0,0,176,1998
17911,376710,57,19,4,19,1998
17912,376729,26,0,0,26,1998
17913,376871,25,2,1,17,1998
17914,376950,62,2,50,61,1998
17915,376987,20,0,14,20,1998
17916,376996,29,7,2,26,1998
17917,377069,673,37,348,82,1998
17918,377111,590,186,125,403,1998
17919,377193,9,0,8,8,1998
17920,377218,92,4,5,0,1998
17921,377227,45,17,1,44,1998
17922,377236,100,9,17,77,1998
17923,377272,20,5,14,18,1998
17924,377281,22,0,22,20,1998
17925,377315,60,5,10,60,1998
17926,377342,83,0,4,25,1998
17927,377403,22,12,0,22,1998
17928,377421,18,6,1,17,1998
17929,377449,252,123,13,163,1998
17930,377458,261,163,10,243,1998
17931,377546,82,0,2,52,1998
17932,377555,491,6,13,268,1998
17933,377564,593,29,22,405,1998
17934,377616,16,0,0,14,1998
17935,377634,6,0,0,6,1998
17936,377643,79,6,0,72,1998
17937,377652,93,6,0,88,1998
17938,377661,46,4,0,43,1998
17939,377670,108,9,0,102,1998
17940,377722,107,5,12,102,1998
17941,377759,136,27,69,117,1998
17942,377908,20,1,3,2,1998
17943,378105,127,5,67,117,1998
17944,378372,83,67,7,62,1998
17945,378406,630,108,300,93,1998
17946,378521,38,0,36,38,1998
17947,378707,438,37,30,216,1998
17948,378956,178,5,15,5,1998
17949,379029,236,55,19,216,1998
17950,379074,8,1,1,5,1998
17951,379135,66,66,0,12,1998
17952,379269,12,0,0,10,1998
17953,379357,38,2,1,31,1998
17954,379463,87,83,0,83,1998
17955,379621,91,7,2,83,1998
17956,379685,186,183,0,174,1998
17957,379746,68,37,18,66,1998
17958,379782,161,52,38,120,1998
17959,379791,2810,562,562,2100,1998
17960,380067,10,4,6,10,1998
17961,380094,120,35,64,103,1998
17962,380137,159,36,111,150,1998
17963,380225,19,1,0,16,1998
17964,380243,50,17,10,43,1998
17965,380298,136,14,9,108,1998
17966,380359,193,1,0,131,1998
17967,380368,319,1,0,193,1998
17968,380377,298,0,1,199,1998
17969,380401,111,1,2,109,1998
17970,380410,83,5,1,81,1998
17971,380438,431,3,42,306,1998
17972,380447,8,0,0,8,1998
17973,380456,149,0,3,143,1998
17974,380465,1000,31,50,451,1998
17975,380474,183,2,11,122,1998
17976,380827,120,26,9,67,1998
17977,380836,201,17,8,134,1998
17978,380845,155,52,8,99,1998
17979,380854,186,17,3,132,1998
17980,380863,150,12,11,98,1998
17981,380872,242,47,18,175,1998
17982,381015,87,8,22,50,1998
17983,381237,87,0,83,48,1998
17984,381255,94,2,88,58,1998
17985,381282,127,2,122,79,1998
17986,381307,103,19,53,59,1998
17987,381325,91,1,83,53,1998
17988,381334,43,1,33,33,1998
17989,381343,41,4,20,26,1998
17990,381370,102,11,0,96,1998
17991,381404,107,20,24,71,1998
17992,381413,400,2,2,264,1998
17993,381486,16,0,0,16,1998
17994,381529,199,116,5,148,1998
17995,381547,13,0,0,10,1998
17996,381617,522,13,7,422,1998
17997,381635,43,3,4,41,1998
17998,381644,247,143,0,216,1998
17999,381699,10,1,2,9,1998
18000,381705,19,0,10,19,1998
18001,381732,77,2,2,64,1998
18002,381741,513,88,46,252,1998
18003,381750,20,0,11,19,1998
18004,381787,44,4,3,20,1998
18005,381909,470,61,23,257,1998
18006,381945,68,3,3,42,1998
18007,381990,319,22,114,102,1998
18008,382018,197,135,0,155,1998
18009,382027,291,2,7,84,1998
18010,382054,361,141,124,313,1998
18011,382063,99,0,99,52,1998
18012,382081,8,8,0,4,1998
18013,382106,8,0,0,8,1998
18014,382221,324,33,63,264,1998
18015,382258,270,12,47,240,1998
18016,382267,135,3,27,129,1998
18017,382276,94,9,52,68,1998
18018,382382,107,26,0,103,1998
18019,382443,1,0,0,0,1998
18020,382461,55,28,0,51,1998
18021,382504,365,77,3,348,1998
18022,382531,142,16,2,33,1998
18023,382708,346,0,346,208,1998
18024,382771,222,43,6,170,1998
18025,382902,49,20,2,46,1998
18026,382911,104,16,32,52,1998
18027,382948,43,11,0,39,1998
18028,382957,52,14,2,44,1998
18029,382966,233,72,14,124,1998
18030,382975,197,16,6,171,1998
18031,383084,551,30,318,396,1998
18032,383163,11,0,11,5,1998
18033,383172,3,1,1,3,1998
18034,383190,1307,6,20,702,1998
18035,383251,6,0,1,6,1998
18036,383279,23,15,3,19,1998
18037,383297,22,1,4,15,1998
18038,383312,49,2,0,43,1998
18039,383367,115,6,2,60,1998
18040,383376,31,7,0,28,1998
18041,383400,41,14,3,34,1998
18042,383419,67,11,4,37,1998
18043,383464,62,12,14,61,1998
18044,383507,22,13,0,15,1998
18045,383525,142,9,0,101,1998
18046,383701,60,50,8,59,1998
18047,383765,85,25,5,81,1998
18048,383792,25,0,13,22,1998
18049,383880,25,8,0,22,1998
18050,383899,240,107,30,191,1998
18051,383950,107,78,1,100,1998
18052,383996,80,0,21,53,1998
18053,384014,75,40,12,67,1998
18054,384139,42,32,9,25,1998
18055,384184,349,22,161,266,1998
18056,384193,289,34,87,269,1998
18057,384209,731,42,217,600,1998
18058,384227,4,0,0,2,1998
18059,384254,35,1,2,16,1998
18060,384333,688,32,222,443,1998
18061,384342,1251,116,31,626,1998
18062,384360,266,141,7,181,1998
18063,384379,292,108,3,193,1998
18064,384388,119,90,2,66,1998
18065,384397,103,24,1,73,1998
18066,384412,186,109,9,127,1998
18067,384421,46,0,0,0,1998
18068,385008,151,52,25,137,1998
18069,385132,26,5,3,23,1998
18070,385503,47,0,0,45,1998
18071,385530,75,14,5,63,1998
18072,385549,96,5,22,89,1998
18073,385558,106,19,0,87,1998
18074,385619,9,2,2,0,1998
18075,385840,57,1,2,55,1998
18076,386153,290,0,0,290,1998
18077,386472,58,17,20,45,1998
18078,386816,3,1,0,3,1998
18079,387235,51,42,4,47,1998
18080,387448,26,14,1,6,1998
18081,387703,2,0,0,1,1998
18082,387819,35,2,1,31,1998
18083,387837,42,10,8,17,1998
18084,387925,249,39,42,153,1998
18085,388098,27,8,0,25,1998
18086,388380,42,0,0,0,1998
18087,388414,10,0,0,4,1998
18088,388511,112,69,25,84,1998
18089,388663,78,42,2,70,1998
18090,389620,19,4,3,11,1998
18091,389727,129,64,0,126,1998
18092,389860,121,7,1,86,1998
18093,390084,43,10,1,22,1998
18094,390367,33,0,0,30,1998
18095,390394,120,26,40,105,1998
18096,390701,934,250,260,656,1998
18097,390729,16,0,0,16,1998
18098,390905,70,11,3,41,1998
18099,390932,22,3,0,20,1998
18100,391397,15,15,0,5,1998
18101,391546,8,2,3,5,1998
18102,391564,37,10,15,37,1998
18103,391582,226,33,0,204,1998
18104,391616,54,9,0,47,1998
18105,391759,2,0,0,1,1998
18106,391810,99,1,11,81,1998
18107,392211,26,2,2,11,1998
18108,392257,280,151,57,249,1998
18109,392585,12,3,0,12,1998
18110,392798,28,15,0,28,1998
18111,392840,105,4,2,33,1998
18112,393180,403,1,3,207,1998
18113,393524,112,0,9,104,1998
18114,393649,12,0,7,1,1998
18115,393658,35,13,13,16,1998
18116,393852,11,4,1,1,1998
18117,393861,79,0,0,67,1998
18118,393977,20,0,20,20,1998
18119,394022,30,8,21,3,1998
18120,394563,47,9,16,5,1998
18121,394846,52,1,49,34,1998
18122,395098,11,0,1,2,1998
18123,395168,10,0,3,8,1998
18124,395229,47,3,4,8,1998
18125,395283,171,7,6,48,1998
18126,395344,33,0,6,11,1998
18127,395362,1104,7,222,594,1998
18128,396000,224,0,191,81,1998
18129,396268,26,4,2,6,1998
18130,397270,14,1,6,11,1998
18131,397641,82,14,2,13,1998
18132,397942,122,5,49,74,1998
18133,398130,297,34,63,58,1998
18134,398325,20,2,1,0,1998
18135,398413,5,0,0,5,1998
18136,398440,191,15,26,66,1998
18137,399027,45,0,4,9,1998
18138,399054,8,0,8,8,1998
18139,399300,1200,180,480,660,1998
18140,399443,43,1,31,9,1998
18141,399869,250,18,47,54,1998
18142,399878,305,5,27,290,1998
18143,399920,14,1,12,12,1998
18144,400080,168,71,46,149,1998
18145,400141,67,2,44,23,1998
18146,400354,73,0,0,40,1998
18147,402402,44,0,0,41,1998
18148,402411,21,0,0,21,1998
18149,402420,33,9,1,33,1998
18150,402457,30,5,0,30,1998
18151,402615,160,4,1,86,1998
18152,402651,29,7,1,25,1998
18153,402776,128,2,46,59,1998
18154,402800,45,3,37,44,1998
18155,403061,10,0,1,0,1998
18156,403089,15,0,2,2,1998
18157,403098,25,9,3,3,1998
18158,403104,22,0,0,4,1998
18159,403405,11,1,0,10,1998
18160,403414,25,17,0,23,1998
18161,403423,26,11,0,26,1998
18162,404037,52,3,1,52,1998
18163,404055,271,13,55,236,1998
18164,404073,654,88,18,454,1998
18165,404082,861,89,11,679,1998
18166,404143,44,0,5,33,1998
18167,404295,162,0,0,143,1998
18168,404301,88,15,26,54,1998
18169,404329,11,0,0,3,1998
18170,404338,175,0,5,83,1998
18171,404356,12,0,0,8,1998
18172,404365,180,2,0,89,1998
18173,404374,148,4,4,117,1998
18174,404383,307,42,8,86,1998
18175,404426,468,9,44,271,1998
18176,404499,247,88,45,214,1998
18177,404505,217,4,1,199,1998
18178,404514,204,41,29,176,1998
18179,404523,55,23,0,54,1998
18180,404532,1,0,0,1,1998
18181,404648,421,1,5,325,1998
18182,404666,26,7,0,26,1998
18183,404718,20,0,0,20,1998
18184,404806,322,0,322,249,1998
18185,404842,133,28,3,65,1998
18186,404851,294,105,11,136,1998
18187,404860,124,12,6,58,1998
18188,404879,148,24,5,65,1998
18189,404888,394,238,17,231,1998
18190,404912,270,9,55,232,1998
18191,404921,252,59,154,177,1998
18192,404949,1245,201,14,347,1998
18193,404994,1160,15,25,728,1998
18194,405003,37,6,1,34,1998
18195,405012,75,5,0,72,1998
18196,405021,10,9,0,9,1998
18197,405058,114,0,0,0,1998
18198,405076,214,46,104,182,1998
18199,405100,15,0,2,2,1998
18200,405128,249,6,1,147,1998
18201,405173,86,0,86,35,1998
18202,405298,92,0,0,63,1998
18203,405313,16,0,0,14,1998
18204,405401,138,4,2,11,1998
18205,405562,370,273,22,354,1998
18206,405580,8,7,0,1,1998
18207,405748,18,0,1,7,1998
18208,405854,137,0,0,0,1998
18209,405872,813,10,9,455,1998
18210,405979,1651,132,365,875,1998
18211,405988,2494,200,274,1447,1998
18212,405997,1784,72,920,980,1998
18213,406006,4243,721,509,2673,1998
18214,406015,7107,1280,1421,3980,1998
18215,406024,94,31,7,83,1998
18216,406033,110,17,60,86,1998
18217,406051,64,60,0,58,1998
18218,406060,29,24,0,12,1998
18219,406079,29,0,0,29,1998
18220,406194,41,1,0,41,1998
18221,406200,1110,0,0,980,1998
18222,406219,72,19,0,38,1998
18223,406273,43,0,0,33,1998
18224,406291,20,0,0,20,1998
18225,406307,153,24,15,81,1998
18226,406325,35,2,2,35,1998
18227,406361,45,1,0,39,1998
18228,406404,17,0,0,17,1998
18229,406413,56,4,1,39,1998
18230,406422,60,0,1,57,1998
18231,406486,38,4,3,31,1998
18232,406495,88,6,5,70,1998
18233,406547,274,91,15,231,1998
18234,407009,1655,47,238,1190,1998
18235,407054,20,0,1,18,1998
18236,407063,479,97,24,52,1998
18237,407090,32,2,1,27,1998
18238,407106,29,8,1,28,1998
18239,407142,67,10,0,65,1998
18240,407151,59,12,0,51,1998
18241,407160,131,23,39,114,1998
18242,407179,108,21,15,96,1998
18243,407258,189,9,8,121,1998
18244,407276,33,0,1,33,1998
18245,407285,287,44,8,200,1998
18246,407319,177,9,3,26,1998
18247,407328,45,0,0,38,1998
18248,407355,48,3,2,46,1998
18249,407382,38,0,1,36,1998
18250,407391,86,4,2,83,1998
18251,407407,65,7,1,62,1998
18252,407425,75,3,4,73,1998
18253,407434,56,2,0,52,1998
18254,407443,41,1,0,41,1998
18255,407452,58,1,1,26,1998
18256,407461,171,10,1,94,1998
18257,407470,41,1,0,38,1998
18258,407489,101,14,6,72,1998
18259,407504,50,0,0,45,1998
18260,407513,115,4,0,83,1998
18261,407522,44,0,1,42,1998
18262,407568,27,22,0,24,1998
18263,407577,108,5,0,80,1998
18264,407586,774,5,1,371,1998
18265,407595,80,13,1,53,1998
18266,407601,17,0,1,10,1998
18267,407638,224,15,24,135,1998
18268,407647,31,4,0,29,1998
18269,407665,37,3,0,18,1998
18270,407683,41,0,39,39,1998
18271,407692,177,11,12,134,1998
18272,407708,139,3,7,124,1998
18273,407726,21,1,0,20,1998
18274,407735,53,0,1,51,1998
18275,407744,26,3,0,24,1998
18276,407832,9,0,0,9,1998
18277,407869,20,0,0,20,1998
18278,407878,380,57,110,124,1998
18279,407957,6,3,0,6,1998
18280,407975,299,0,0,186,1998
18281,407984,45,0,0,26,1998
18282,408002,6,0,0,3,1998
18283,408039,65,9,1,61,1998
18284,408066,46,23,1,46,1998
18285,408190,47,16,20,42,1998
18286,408206,13,4,5,9,1998
18287,408215,11,5,2,10,1998
18288,408233,18,3,3,15,1998
18289,408312,93,3,0,82,1998
18290,408330,50,0,50,38,1998
18291,408376,13,2,2,13,1998
18292,408385,397,19,319,337,1998
18293,408437,14,0,1,13,1998
18294,408464,51,21,1,51,1998
18295,408534,28,0,0,28,1998
18296,408604,7,2,0,7,1998
18297,408640,6,0,0,1,1998
18298,408677,6,0,0,6,1998
18299,408844,1141,9,1051,735,1998
18300,408853,54,1,0,30,1998
18301,408862,17,12,0,14,1998
18302,408905,176,12,0,171,1998
18303,408914,187,3,0,51,1998
18304,408923,71,1,0,69,1998
18305,408932,160,1,0,125,1998
18306,409023,52,0,52,36,1998
18307,409032,357,0,357,340,1998
18308,409050,11,0,0,10,1998
18309,409069,538,104,67,50,1998
18310,409102,12,2,2,7,1998
18311,409120,138,0,2,127,1998
18312,409139,42,36,1,40,1998
18313,409166,67,1,7,66,1998
18314,409175,88,12,7,48,1998
18315,409193,368,0,368,7,1998
18316,409209,58,48,0,55,1998
18317,409236,308,62,29,226,1998
18318,409245,36,20,0,36,1998
18319,409281,57,46,0,47,1998
18320,409306,74,15,17,62,1998
18321,409315,4628,9,4419,2789,1998
18322,409324,9,1,1,9,1998
18323,409333,82,0,1,37,1998
18324,409342,28,0,0,0,1998
18325,409528,66,66,0,64,1998
18326,409546,137,0,137,85,1998
18327,409591,29,9,3,29,1998
18328,409670,337,68,177,283,1998
18329,409689,132,17,6,72,1998
18330,409698,1531,72,381,914,1998
18331,409865,393,6,117,311,1998
18332,409874,437,11,283,315,1998
18333,410070,13,1,1,11,1998
18334,410131,10,5,0,9,1998
18335,410168,24,6,5,19,1998
18336,410256,73,1,2,66,1998
18337,410283,186,110,7,156,1998
18338,410326,44,33,1,40,1998
18339,410432,223,58,0,100,1998
18340,410496,265,27,9,206,1998
18341,410502,275,18,32,223,1998
18342,410520,201,17,56,199,1998
18343,410539,307,72,47,245,1998
18344,410557,93,5,5,68,1998
18345,410788,24,1,1,11,1998
18346,410797,132,22,0,46,1998
18347,410919,117,116,1,112,1998
18348,410946,259,105,34,239,1998
18349,410964,6,0,0,6,1998
18350,411055,111,59,1,91,1998
18351,411374,144,108,20,138,1998
18352,411693,42,5,0,29,1998
18353,411754,18,2,0,18,1998
18354,411790,88,23,17,67,1998
18355,411806,190,56,8,165,1998
18356,411842,318,100,12,173,1998
18357,411851,45,2,0,45,1998
18358,411860,4,0,0,4,1998
18359,411912,16,1,1,15,1998
18360,412146,33,1,1,16,1998
18361,412173,136,70,18,124,1998
18362,412234,15,1,0,15,1998
18363,412410,9,0,0,3,1998
18364,412474,6,0,0,1,1998
18365,412483,27,1,3,5,1998
18366,412535,41,3,6,35,1998
18367,412544,29,3,2,28,1998
18368,412553,18,0,0,16,1998
18369,412599,527,413,2,291,1998
18370,412650,21,9,8,3,1998
18371,412678,7,0,1,4,1998
18372,412827,19,3,0,18,1998
18373,412854,18,0,0,18,1998
18374,412881,30,0,1,29,1998
18375,412951,14,0,1,10,1998
18376,412960,330,0,0,300,1998
18377,413006,143,2,7,74,1998
18378,413033,14,4,3,10,1998
18379,413149,65,3,9,15,1998
18380,413167,20,1,3,18,1998
18381,413176,62,9,0,37,1998
18382,413343,52,0,10,52,1998
18383,413389,34,0,0,34,1998
18384,413413,55,0,0,0,1998
18385,413501,15,1,0,12,1998
18386,413617,109,0,0,70,1998
18387,413626,187,1,1,124,1998
18388,413635,588,106,129,463,1998
18389,413723,275,17,9,140,1998
18390,413778,319,130,84,251,1998
18391,413802,558,30,298,289,1998
18392,413820,19,0,0,18,1998
18393,413839,216,82,3,34,1998
18394,413848,708,13,228,72,1998
18395,413857,357,62,6,46,1998
18396,413866,301,126,0,61,1998
18397,413875,401,46,71,46,1998
18398,413884,260,89,0,36,1998
18399,413909,38,5,2,13,1998
18400,413918,36,0,0,19,1998
18401,413945,47,6,1,31,1998
18402,413972,51,9,1,47,1998
18403,414027,139,3,3,120,1998
18404,414036,268,6,9,210,1998
18405,414054,6,0,0,6,1998
18406,414063,66,1,6,62,1998
18407,414106,19,0,0,18,1998
18408,414124,90,3,6,17,1998
18409,414160,479,29,15,361,1998
18410,414197,19,2,4,2,1998
18411,414212,99,21,13,85,1998
18412,414294,28,28,0,27,1998
18413,414319,21,3,1,17,1998
18414,414382,55,4,10,29,1998
18415,414407,29,2,0,14,1998
18416,414425,20,1,10,20,1998
18417,414443,99,30,66,97,1998
18418,414452,19,0,1,17,1998
18419,414461,767,0,767,8,1998
18420,414489,92,10,8,87,1998
18421,414531,142,1,5,15,1998
18422,414540,84,10,3,76,1998
18423,414559,9,2,0,8,1998
18424,414568,324,155,3,60,1998
18425,414586,357,94,39,58,1998
18426,414708,137,12,0,96,1998
18427,414823,1074,337,256,450,1998
18428,414832,270,9,69,16,1998
18429,414841,443,14,0,27,1998
18430,414850,95,20,0,93,1998
18431,414869,18,3,2,18,1998
18432,414878,9,1,0,5,1998
18433,414911,345,16,2,177,1998
18434,414939,361,76,71,300,1998
18435,415011,31,15,0,31,1998
18436,415039,32,0,0,30,1998
18437,415048,74,60,0,66,1998
18438,415057,33,3,5,1,1998
18439,415206,18,0,0,16,1998
18440,415233,10,0,0,2,1998
18441,415242,5,0,0,3,1998
18442,415376,163,1,13,146,1998
18443,415543,4,0,0,3,1998
18444,415561,29,3,1,27,1998
18445,415631,34,0,0,16,1998
18446,415668,13,0,13,1,1998
18447,415774,200,72,30,186,1998
18448,416458,103,12,63,77,1998
18449,416670,40,10,1,37,1998
18450,416740,10,1,3,9,1998
18451,416801,30,2,4,16,1998
18452,416962,978,186,88,587,1998
18453,417062,52,0,26,51,1998
18454,417114,587,81,88,287,1998
18455,417123,342,14,86,179,1998
18456,417257,97,10,9,11,1998
18457,417318,267,16,232,142,1998
18458,417327,180,59,20,143,1998
18459,417381,59,16,1,38,1998
18460,417406,34,3,3,34,1998
18461,417415,13,2,1,11,1998
18462,417433,15,0,0,15,1998
18463,417442,46,3,0,45,1998
18464,417460,6,0,1,5,1998
18465,417497,53,24,3,51,1998
18466,417503,52,1,3,49,1998
18467,417549,300,274,0,294,1998
18468,417558,50,3,1,10,1998
18469,417567,131,100,3,99,1998
18470,417576,25,1,0,25,1998
18471,417619,337,51,5,117,1998
18472,417628,43,0,0,38,1998
18473,417637,443,3,3,198,1998
18474,417646,34,3,0,33,1998
18475,417655,46,5,1,45,1998
18476,417673,45,0,1,41,1998
18477,417682,22,0,0,21,1998
18478,417716,43,31,0,39,1998
18479,417725,32,15,1,27,1998
18480,417734,28,2,0,25,1998
18481,417743,5,0,0,4,1998
18482,417752,62,0,3,26,1998
18483,417789,29,19,1,28,1998
18484,417798,15,12,0,15,1998
18485,417804,37,36,0,36,1998
18486,417813,22,3,4,13,1998
18487,417822,192,28,6,94,1998
18488,417831,77,27,10,12,1998
18489,417840,59,12,5,51,1998
18490,417868,24,1,0,23,1998
18491,417877,246,178,16,229,1998
18492,417886,36,2,1,35,1998
18493,417910,242,179,7,219,1998
18494,417947,17,11,1,12,1998
18495,417974,14,1,0,12,1998
18496,417983,24,0,0,23,1998
18497,417992,18,0,2,18,1998
18498,418001,51,3,0,46,1998
18499,418029,90,0,1,75,1998
18500,418038,29,3,4,17,1998
18501,418056,88,22,3,83,1998
18502,418065,32,1,3,29,1998
18503,418083,33,27,0,32,1998
18504,418126,278,0,0,193,1998
18505,418162,649,182,29,112,1998
18506,418171,24,7,7,0,1998
18507,418199,52,9,5,12,1998
18508,418205,64,6,2,29,1998
18509,418223,21,0,0,20,1998
18510,418250,111,0,0,36,1998
18511,418269,81,13,0,24,1998
18512,418278,51,0,0,24,1998
18513,418287,142,6,2,100,1998
18514,418296,67,5,0,38,1998
18515,418302,108,3,5,75,1998
18516,418320,58,2,1,42,1998
18517,418339,143,3,1,111,1998
18518,418348,49,4,1,30,1998
18519,418357,84,10,0,72,1998
18520,418375,37,0,1,33,1998
18521,418384,37,20,0,32,1998
18522,418393,273,145,4,113,1998
18523,418409,55,5,0,54,1998
18524,418418,21,0,0,15,1998
18525,418427,66,17,2,63,1998
18526,418445,24,0,0,22,1998
18527,418454,172,6,0,73,1998
18528,418481,26,0,0,26,1998
18529,418506,28,2,0,28,1998
18530,418515,36,3,0,33,1998
18531,418524,29,0,0,26,1998
18532,418533,191,14,13,139,1998
18533,418542,78,5,8,57,1998
18534,418560,39,0,0,38,1998
18535,418579,29,0,0,26,1998
18536,418588,38,0,0,38,1998
18537,418603,25,0,0,25,1998
18538,418612,27,0,1,27,1998
18539,418630,17,3,0,16,1998
18540,418658,15,3,0,2,1998
18541,418676,129,0,129,110,1998
18542,418700,170,0,170,152,1998
18543,418719,5,1,1,4,1998
18544,418728,336,0,336,275,1998
18545,418737,74,19,14,56,1998
18546,418746,84,0,84,64,1998
18547,418755,181,0,181,153,1998
18548,418764,142,0,142,132,1998
18549,418773,126,32,23,94,1998
18550,418782,247,0,247,2,1998
18551,418791,89,23,17,68,1998
18552,418834,24,23,0,23,1998
18553,418870,60,1,1,54,1998
18554,418889,19,4,1,3,1998
18555,418898,43,43,0,42,1998
18556,418913,37,0,37,34,1998
18557,418959,86,0,86,77,1998
18558,418968,10,1,9,9,1998
18559,418977,20,13,0,18,1998
18560,418995,466,199,20,140,1998
18561,419004,20,16,0,19,1998
18562,419022,356,273,35,345,1998
18563,419031,23,0,0,20,1998
18564,419095,36,2,1,32,1998
18565,419101,51,19,4,42,1998
18566,419138,5,0,2,2,1998
18567,419147,34,11,1,32,1998
18568,419156,98,1,7,90,1998
18569,419183,91,4,21,69,1998
18570,419208,163,51,26,121,1998
18571,419217,42,16,22,39,1998
18572,419226,32,2,1,20,1998
18573,419235,55,41,0,51,1998
18574,419244,40,0,0,2,1998
18575,419253,107,13,11,28,1998
18576,419262,31,2,3,28,1998
18577,419271,20,20,0,20,1998
18578,419280,17,0,1,16,1998
18579,419299,18,17,0,18,1998
18580,419305,47,2,27,43,1998
18581,419314,28,0,0,26,1998
18582,419332,60,10,0,39,1998
18583,419341,91,79,1,70,1998
18584,419350,153,39,29,115,1998
18585,419369,197,0,197,169,1998
18586,419378,81,0,81,70,1998
18587,419396,16,0,0,15,1998
18588,419402,15,14,0,5,1998
18589,419411,150,1,3,121,1998
18590,419420,24,0,0,9,1998
18591,419439,44,0,0,41,1998
18592,419466,20,0,3,20,1998
18593,419484,35,1,0,32,1998
18594,419509,2064,348,206,1197,1998
18595,419572,65,12,2,20,1998
18596,419606,17,0,0,16,1998
18597,419633,39,1,19,39,1998
18598,419660,33,0,33,31,1998
18599,419679,132,38,41,11,1998
18600,419703,451,0,451,4,1998
18601,419712,221,0,221,0,1998
18602,419721,353,0,353,0,1998
18603,420006,401,70,22,275,1998
18604,420024,211,112,6,159,1998
18605,420042,638,51,46,351,1998
18606,420060,27,2,5,16,1998
18607,420103,261,37,166,185,1998
18608,420112,10,4,1,6,1998
18609,420121,11,3,3,8,1998
18610,420130,43,25,1,35,1998
18611,420194,86,20,14,82,1998
18612,420255,190,0,190,3,1998
18613,420282,1811,232,470,478,1998
18614,420307,595,312,2,363,1998
18615,420316,247,92,7,98,1998
18616,420325,59,10,0,33,1998
18617,420343,539,37,109,6,1998
18618,420352,45,7,4,23,1998
18619,420370,308,201,2,226,1998
18620,420404,370,18,4,28,1998
18621,420431,309,177,0,219,1998
18622,420440,140,0,0,75,1998
18623,420468,26,1,1,26,1998
18624,420477,102,0,1,36,1998
18625,420486,24,0,8,0,1998
18626,420495,163,116,3,149,1998
18627,420501,88,32,0,75,1998
18628,420510,5,0,0,3,1998
18629,420529,2,0,0,0,1998
18630,420538,457,2,1,292,1998
18631,420556,179,0,5,112,1998
18632,420574,459,10,40,136,1998
18633,420583,25,0,6,12,1998
18634,420714,5,0,0,5,1998
18635,420723,31,0,0,18,1998
18636,420796,56,55,0,44,1998
18637,420857,274,6,25,57,1998
18638,420936,9820,98,9,3928,1998
18639,420945,80,23,56,69,1998
18640,421009,688,268,21,412,1998
18641,421018,1706,806,44,1211,1998
18642,421513,127,37,6,119,1998
18643,421540,45,5,0,35,1998
18644,421586,123,0,123,74,1998
18645,421601,17,0,0,16,1998
18646,421610,27,0,2,27,1998
18647,421629,44,10,6,30,1998
18648,421638,2,0,0,1,1998
18649,421647,165,42,31,124,1998
18650,421665,8,0,0,7,1998
18651,421683,400,181,25,260,1998
18652,421708,25,3,4,22,1998
18653,421717,54,3,0,35,1998
18654,421726,6,0,0,3,1998
18655,421771,3,1,0,3,1998
18656,421799,37,2,3,36,1998
18657,421805,54,0,2,53,1998
18658,421832,197,29,6,49,1998
18659,421841,82,10,9,52,1998
18660,421878,83,73,8,42,1998
18661,421887,31,0,30,1,1998
18662,421896,58,0,58,54,1998
18663,421902,55,0,55,2,1998
18664,421911,20,3,2,18,1998
18665,421920,65,4,7,45,1998
18666,421939,16,2,1,14,1998
18667,422020,86,0,7,1,1998
18668,422039,77,9,16,68,1998
18669,422118,147,20,0,143,1998
18670,422136,716,0,716,492,1998
18671,422181,152,14,38,12,1998
18672,422297,30,22,7,12,1998
18673,422385,48,3,9,1,1998
18674,422525,153,22,7,68,1998
18675,422561,15,1,1,13,1998
18676,422686,24,6,5,19,1998
18677,422695,317,43,65,263,1998
18678,422774,65,0,0,33,1998
18679,422783,12,0,1,3,1998
18680,423041,138,0,2,4,1998
18681,423120,112,2,110,105,1998
18682,423139,430,0,0,258,1998
18683,423175,24,6,3,22,1998
18684,423227,17,1,5,14,1998
18685,423245,23,0,1,1,1998
18686,423324,26,1,0,1,1998
18687,423397,130,0,130,4,1998
