,unitid,sabdtype,line,xstaff01,staff01,xstaff02,staff02,xstaff03,staff03,xstaff04,staff04,xstaff05,staff05,xstaff06,staff06,xstaff07,staff07,xstaff08,staff08,xstaff09,staff09,xstaff10,staff10,xstaff11,staff11,xstaff12,staff12,xstaff13,staff13,xstaff14,staff14,xstaff15,staff15,xstaff16,staff16,xstaff17,staff17,xstaff18,staff18,xstaff19,staff19,xstaff20,staff20,xstaff21,staff21,xstaff22,staff22,xstaff23,staff23,xstaff24,staff24,Year
95234,194107,11,18,Z,0,Z,0,R,1,R,1,R,1,Z,0,C,7,C,4,R,1,Z,0,R,28,R,16,Z,0,Z,0,C,38,C,21,Z,0,R,2,R,1,C,11,R,1,R,44,Z,0,C,59,2006
95278,194116,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,3,Z,0,Z,0,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,4,2006
95307,194161,11,18,Z,0,Z,0,R,7,R,8,Z,0,Z,0,R,7,R,5,R,5,R,2,R,44,R,19,Z,0,Z,0,R,63,R,34,Z,0,R,15,Z,0,R,12,R,7,R,63,Z,0,R,97,2006
95344,194189,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,Z,0,Z,0,Z,0,R,15,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,Z,0,R,15,2006
95370,194222,11,18,Z,0,Z,0,R,3,R,5,Z,0,Z,0,R,2,Z,0,R,2,R,3,R,72,R,76,Z,0,Z,0,R,79,R,84,Z,0,R,8,Z,0,R,2,R,5,R,148,Z,0,R,163,2006
95415,194240,11,18,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,2,Z,0,R,4,Z,0,R,51,R,83,Z,0,Z,0,R,59,R,84,Z,0,R,3,Z,0,R,2,R,4,R,134,Z,0,R,143,2006
95465,194310,11,18,R,4,R,4,R,10,R,11,R,0,R,4,R,26,R,8,R,7,R,5,R,198,R,134,R,3,R,2,R,248,R,168,R,8,R,21,R,4,R,34,R,12,R,332,R,5,R,416,2006
95520,194392,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,1,R,35,R,19,Z,0,Z,0,R,36,R,22,Z,0,Z,0,R,2,R,1,R,1,R,54,Z,0,R,58,2006
95565,194499,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,4,R,8,Z,0,Z,0,R,5,R,11,Z,0,R,1,Z,0,Z,0,R,3,R,12,Z,0,R,16,2006
95597,194541,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,26,R,4,R,2,Z,0,R,76,R,20,R,2,R,1,R,106,R,26,Z,0,R,1,Z,0,R,30,R,2,R,96,R,3,R,132,2006
95657,194569,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,2,Z,0,Z,0,R,5,R,3,Z,0,R,1,Z,0,Z,0,Z,0,R,7,Z,0,R,8,2006
95691,194578,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,3,R,2,R,2,R,1,R,73,R,43,Z,0,Z,0,R,79,R,47,Z,0,R,2,Z,0,R,5,R,3,R,116,Z,0,R,126,2006
95744,194611,11,18,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,R,4,R,4,Z,0,R,1,R,10,R,3,Z,0,Z,0,R,14,R,11,R,0,R,3,R,0,R,8,R,1,R,13,R,0,R,25,2006
95775,194736,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,Z,0,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,2006
95800,194763,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,10,2006
95834,194824,11,18,R,145,R,40,R,5,R,5,R,0,R,0,R,49,R,5,R,7,R,5,R,257,R,69,R,1,R,0,R,464,R,124,R,185,R,10,R,0,R,54,R,12,R,326,R,1,R,588,2006
95904,194958,11,18,Z,0,Z,0,R,5,R,1,Z,0,Z,0,R,1,R,2,R,1,R,1,R,52,R,47,R,1,Z,0,R,60,R,51,Z,0,R,6,Z,0,R,3,R,2,R,99,R,1,R,111,2006
95951,194967,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,2006
95979,195003,11,18,Z,0,Z,0,R,22,R,16,R,6,R,1,R,52,R,16,R,17,R,7,R,455,R,226,Z,0,Z,0,R,552,R,266,Z,0,R,38,R,7,R,68,R,24,R,681,Z,0,R,818,2006
96047,195030,11,18,R,97,R,37,R,17,R,16,R,2,R,1,R,85,R,48,R,9,R,6,R,1091,R,445,R,210,R,108,R,1511,R,661,R,134,R,33,R,3,R,133,R,15,R,1536,R,318,R,2172,2006
96121,195049,11,18,R,129,R,89,R,3,R,7,Z,0,Z,0,R,48,R,78,R,11,R,6,R,140,R,126,Z,0,Z,0,R,331,R,306,R,218,R,10,Z,0,R,126,R,17,R,266,Z,0,R,637,2006
96176,195058,11,18,Z,0,Z,0,R,3,R,2,Z,0,Z,0,R,2,R,4,R,1,R,4,R,39,R,56,Z,0,Z,0,R,45,R,66,Z,0,R,5,Z,0,R,6,R,5,R,95,Z,0,R,111,2006
96220,195128,11,18,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,18,R,30,Z,0,Z,0,R,19,R,33,R,0,R,2,R,0,R,1,R,1,R,48,R,0,R,52,2006
96256,195137,11,18,R,0,Z,0,Z,0,Z,0,R,0,R,2,Z,0,Z,0,R,0,R,1,R,24,R,65,Z,0,Z,0,R,24,R,68,R,0,R,0,R,2,R,0,R,1,R,89,Z,0,R,92,2006
96298,195164,11,18,R,1,R,1,Z,0,R,1,Z,0,R,1,R,3,R,1,Z,0,R,1,R,89,R,43,Z,0,Z,0,R,93,R,48,R,2,R,1,R,1,R,4,R,1,R,132,Z,0,R,141,2006
96353,195173,11,18,Z,0,R,2,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,1,R,2,R,40,R,28,Z,0,Z,0,R,41,R,35,R,2,R,3,Z,0,Z,0,R,3,R,68,Z,0,R,76,2006
96396,195191,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,24,Z,0,Z,0,R,2,R,24,Z,0,Z,0,Z,0,Z,0,Z,0,R,26,Z,0,R,26,2006
96425,195216,11,18,R,6,R,6,R,2,R,5,R,1,Z,0,R,1,R,5,R,4,R,3,R,85,R,63,R,4,R,2,R,103,R,84,R,12,R,7,R,1,R,6,R,7,R,148,R,6,R,187,2006
96477,195234,11,18,Z,0,Z,0,R,3,R,2,R,1,Z,0,R,6,R,6,R,1,R,2,R,79,R,102,R,2,Z,0,R,92,R,112,Z,0,R,5,R,1,R,12,R,3,R,181,R,2,R,204,2006
96530,195243,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,3,R,1,R,1,R,28,R,28,Z,0,Z,0,R,32,R,32,Z,0,R,1,Z,0,R,5,R,2,R,56,Z,0,R,64,2006
96576,195304,11,18,R,1,R,1,R,3,R,3,Z,0,Z,0,R,1,R,6,R,4,R,4,R,49,R,39,Z,0,Z,0,R,58,R,53,R,2,R,6,R,0,R,7,R,8,R,88,Z,0,R,111,2006
96621,195322,11,18,R,2,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,R,31,R,29,Z,0,R,2,R,37,R,31,R,2,R,1,Z,0,R,3,Z,0,R,60,R,2,R,68,2006
96664,195429,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,1,Z,0,Z,0,R,6,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,2006
96692,195438,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,23,Z,0,Z,0,Z,0,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,23,Z,0,R,23,2006
96722,195474,11,18,R,2,R,2,R,3,R,1,Z,0,R,1,R,3,R,1,R,2,R,1,R,97,R,60,R,2,R,3,R,109,R,69,R,4,R,4,R,1,R,4,R,3,R,157,R,5,R,178,2006
96779,195526,11,18,R,6,R,3,R,4,R,1,Z,0,Z,0,R,2,R,9,R,2,R,8,R,93,R,120,Z,0,Z,0,R,107,R,141,R,9,R,5,R,0,R,11,R,10,R,213,Z,0,R,248,2006
96832,195544,11,18,Z,0,Z,0,R,1,R,4,Z,0,Z,0,R,2,R,3,Z,0,R,1,R,16,R,21,Z,0,Z,0,R,19,R,29,Z,0,R,5,Z,0,R,5,R,1,R,37,Z,0,R,48,2006
96874,195562,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,3,Z,0,Z,0,R,2,R,42,R,62,Z,0,Z,0,R,45,R,65,Z,0,R,1,Z,0,R,3,R,2,R,104,Z,0,R,110,2006
96918,195571,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,1,Z,0,Z,0,R,6,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,2006
96947,195580,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,2006
96986,195687,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,C,2,C,16,Z,0,Z,0,C,2,C,16,Z,0,Z,0,Z,0,Z,0,Z,0,C,18,Z,0,C,18,2006
97014,195720,11,18,Z,0,Z,0,R,5,R,6,R,1,Z,0,R,7,R,4,R,1,Z,0,R,87,R,70,Z,0,R,1,R,101,R,81,Z,0,R,11,R,1,R,11,R,1,R,157,R,1,R,182,2006
97071,195809,11,18,R,5,R,7,R,14,R,16,Z,0,Z,0,R,40,R,26,R,14,R,11,R,320,R,193,R,5,R,7,R,398,R,260,R,12,R,30,Z,0,R,66,R,25,R,513,R,12,R,658,2006
97175,195845,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,5,Z,0,Z,0,R,3,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,2006
97206,195988,11,18,Z,0,Z,0,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,23,R,18,R,2,R,2,R,27,R,21,Z,0,R,3,Z,0,Z,0,Z,0,R,41,R,4,R,48,2006
97244,196006,11,18,R,2,R,1,R,2,R,0,R,0,R,0,R,6,R,0,R,1,R,0,R,109,R,38,R,0,R,0,R,120,R,39,R,3,R,2,R,0,R,6,R,1,R,147,R,0,R,159,2006
97302,196015,11,18,R,5,R,4,R,1,R,1,R,1,R,0,R,3,R,0,R,1,R,1,R,51,R,39,R,0,R,0,R,62,R,45,R,9,R,2,R,1,R,3,R,2,R,90,R,0,R,107,2006
97353,196024,11,18,R,0,R,0,R,2,R,2,R,0,R,0,R,1,R,1,R,2,R,0,R,63,R,45,R,0,R,0,R,68,R,48,R,0,R,4,R,0,R,2,R,2,R,108,R,0,R,116,2006
97405,196033,11,18,C,1,C,0,C,1,C,0,C,0,C,0,C,2,C,2,C,3,C,1,C,62,C,34,C,0,C,0,C,69,C,37,C,1,R,1,R,0,C,4,R,4,C,96,R,0,C,106,2006
97462,196042,11,18,R,2,R,1,R,2,R,5,R,0,R,0,R,9,R,3,R,5,R,4,R,88,R,78,R,0,R,0,R,106,R,91,R,3,R,7,R,0,R,12,R,9,R,166,R,0,R,197,2006
97520,196051,11,18,R,0,R,0,R,2,R,4,R,0,R,0,R,1,R,2,R,2,R,1,R,76,R,62,R,0,R,0,R,81,R,69,R,0,R,6,R,0,R,3,R,3,R,138,R,0,R,150,2006
97576,196060,11,18,R,18,R,19,R,11,R,16,R,0,R,2,R,37,R,18,R,12,R,9,R,341,R,179,R,0,R,0,R,419,R,243,R,37,R,27,R,2,R,55,R,21,R,520,R,0,R,662,2006
97642,196079,11,18,R,29,R,19,R,10,R,10,R,0,R,1,R,53,R,18,R,7,R,8,R,254,R,153,R,0,R,0,R,353,R,209,R,48,R,20,R,1,R,71,R,15,R,407,R,0,R,562,2006
97707,196088,11,18,R,71,R,30,R,39,R,31,R,5,R,4,R,146,R,53,R,23,R,5,R,775,R,370,R,0,R,0,R,1059,R,493,R,101,R,70,R,9,R,199,R,28,R,1145,R,0,R,1552,2006
97775,196097,11,18,R,63,R,14,R,20,R,27,R,1,R,0,R,103,R,56,R,21,R,12,R,720,R,363,R,0,R,0,R,928,R,472,R,77,R,47,R,1,R,159,R,33,R,1083,R,0,R,1400,2006
97846,196103,11,18,R,5,R,1,R,1,R,0,R,0,R,1,R,7,R,1,R,1,R,0,R,80,R,22,R,0,R,0,R,94,R,25,R,6,R,1,R,1,R,8,R,1,R,102,R,0,R,119,2006
97905,196112,11,18,R,6,R,0,R,1,R,3,R,0,R,1,R,6,R,0,R,2,R,0,C,44,C,25,R,0,R,0,C,59,C,29,R,6,R,4,R,1,R,6,R,2,C,69,R,0,C,88,2006
97957,196121,11,18,C,10,C,4,R,14,R,9,R,0,R,1,R,13,R,4,R,4,R,7,C,147,C,141,R,0,R,0,C,188,C,166,C,14,R,23,R,1,R,17,R,11,C,288,R,0,C,354,2006
98021,196130,11,18,R,9,R,10,R,13,R,12,R,2,R,2,R,13,R,5,R,5,R,7,R,197,R,154,R,0,R,0,R,239,R,190,R,19,R,25,R,4,R,18,R,12,R,351,R,0,R,429,2006
98085,196149,11,18,R,5,R,6,R,7,R,3,R,0,R,0,R,7,R,3,R,7,R,3,R,134,R,131,R,0,R,0,R,160,R,146,R,11,R,10,R,0,R,10,R,10,R,265,R,0,R,306,2006
98146,196158,11,18,R,11,R,10,R,2,R,2,R,1,R,1,R,11,R,5,R,3,R,1,R,120,R,97,R,0,R,0,R,148,R,116,R,21,R,4,R,2,R,16,R,4,R,217,R,0,R,264,2006
98208,196167,11,18,R,8,R,3,R,0,R,3,R,0,R,1,R,11,R,6,R,4,R,5,R,126,R,83,R,0,R,0,R,149,R,101,R,11,R,3,R,1,R,17,R,9,R,209,R,0,R,250,2006
98268,196176,11,18,C,8,C,5,R,9,R,6,R,0,R,0,R,13,R,10,C,6,C,7,C,135,C,124,R,0,R,0,C,171,C,152,C,13,R,15,R,0,R,23,C,13,C,259,R,0,C,323,2006
98331,196185,11,18,R,7,R,9,R,1,R,5,R,0,R,0,R,9,R,7,R,2,R,3,R,123,R,68,R,0,R,0,R,142,R,92,R,16,R,6,R,0,R,16,R,5,R,191,R,0,R,234,2006
98387,196194,11,18,R,9,R,5,R,4,R,8,R,1,R,0,R,13,R,3,R,5,R,3,R,154,R,106,R,0,R,0,R,186,R,125,R,14,R,12,R,1,R,16,R,8,R,260,R,0,R,311,2006
98452,196200,11,18,R,5,R,5,R,3,R,1,R,0,R,1,R,6,R,7,R,3,R,2,R,135,R,95,R,0,R,0,R,152,R,111,R,10,R,4,R,1,R,13,R,5,R,230,R,0,R,263,2006
98510,196219,11,18,R,5,R,2,R,5,R,3,R,0,R,0,R,1,R,6,R,5,R,0,R,62,R,60,R,0,R,0,R,78,R,71,R,7,R,8,R,0,R,7,R,5,R,122,R,0,R,149,2006
98564,196228,11,18,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,5,R,1,R,0,R,28,R,14,R,0,R,0,R,33,R,19,R,2,R,0,R,0,R,7,R,1,R,42,R,0,R,52,2006
98617,196237,11,18,R,2,R,2,R,11,R,6,R,0,R,0,R,8,R,7,R,8,R,3,R,37,R,49,R,0,R,0,R,66,R,67,R,4,R,17,R,0,R,15,R,11,R,86,R,0,R,133,2006
98671,196246,11,18,R,3,R,5,R,4,R,1,R,2,R,1,R,6,R,5,R,8,R,3,R,140,R,96,R,0,R,0,R,163,R,111,R,8,R,5,R,3,R,11,R,11,R,236,R,0,R,274,2006
98735,196255,11,18,R,28,R,2,R,25,R,18,R,0,R,0,R,42,R,24,R,10,R,5,R,182,R,91,R,0,R,0,R,287,R,140,R,30,R,43,R,0,R,66,R,15,R,273,R,0,R,427,2006
98792,196264,11,18,R,3,R,4,R,6,R,10,R,0,R,0,R,2,R,2,R,1,R,2,R,52,R,76,R,0,R,0,R,64,R,94,R,7,R,16,R,0,R,4,R,3,R,128,R,0,R,158,2006
98841,196291,11,18,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,52,R,10,R,0,R,0,R,55,R,10,R,1,R,1,R,0,R,0,R,1,R,62,R,0,R,65,2006
98901,196307,11,18,R,5,R,3,R,4,R,5,R,0,R,0,R,36,R,9,R,9,R,0,R,205,R,82,R,0,R,0,R,259,R,99,R,8,R,9,R,0,R,45,R,9,R,287,R,0,R,358,2006
98958,196389,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,9,R,8,Z,0,Z,0,R,9,R,11,Z,0,R,1,Z,0,R,1,R,1,R,17,Z,0,R,20,2006
98999,196413,11,18,R,39,R,24,R,38,R,23,R,3,Z,0,R,64,R,15,R,18,R,15,R,460,R,263,R,1,R,1,R,623,R,341,R,63,R,61,R,3,R,79,R,33,R,723,R,2,R,964,2006
99064,196431,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,Z,0,Z,0,Z,0,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,Z,0,R,19,2006
99090,196468,11,18,R,10,R,13,R,5,R,10,R,0,R,0,R,3,R,7,R,4,R,6,R,59,R,92,R,0,R,5,R,81,R,133,R,23,R,15,R,0,R,10,R,10,R,151,R,5,R,214,2006
99130,196477,11,18,Z,0,Z,0,R,5,R,4,Z,0,Z,0,R,6,R,2,R,11,R,3,R,28,R,8,Z,0,Z,0,R,50,R,17,Z,0,R,9,Z,0,R,8,R,14,R,36,Z,0,R,67,2006
99168,196565,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,29,R,34,Z,0,Z,0,R,31,R,35,Z,0,R,2,Z,0,Z,0,R,1,R,63,Z,0,R,66,2006
99210,196592,11,18,R,0,R,0,R,15,R,12,R,0,R,0,R,10,R,15,R,7,R,4,R,266,R,222,R,0,R,0,R,298,R,253,R,0,R,27,R,0,R,25,R,11,R,488,R,0,R,551,2006
99275,196653,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,46,Z,0,Z,0,R,6,R,47,Z,0,R,1,Z,0,Z,0,Z,0,R,52,Z,0,R,53,2006
99346,196699,11,18,R,2,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,31,R,29,R,0,R,0,R,33,R,32,R,2,R,1,R,0,R,1,R,1,R,60,R,0,R,65,2006
99394,196866,11,18,R,6,R,5,R,3,R,1,Z,0,Z,0,R,6,R,4,R,4,R,4,R,100,R,74,Z,0,Z,0,R,119,R,88,R,11,R,4,R,0,R,10,R,8,R,174,R,0,R,207,2006
99452,196884,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,2,R,6,R,6,Z,0,Z,0,R,7,R,9,Z,0,R,1,Z,0,R,1,R,2,R,12,Z,0,R,16,2006
99488,197018,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,31,Z,0,Z,0,Z,0,R,32,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,31,Z,0,R,32,2006
99523,197027,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,2,Z,0,R,73,R,9,Z,0,Z,0,R,79,R,10,Z,0,Z,0,Z,0,R,5,R,2,R,82,Z,0,R,89,2006
99560,197036,11,18,L,0,L,0,L,0,L,0,L,0,L,0,L,3,L,3,L,1,L,0,L,107,L,30,L,0,L,0,L,111,L,33,L,0,L,0,L,0,L,6,L,1,L,137,L,0,L,144,2006
99581,197045,11,18,R,5,R,1,R,2,Z,0,Z,0,Z,0,R,1,R,1,R,1,Z,0,R,55,R,53,Z,0,R,1,R,64,R,56,R,6,R,2,R,0,R,2,R,1,R,108,R,1,R,120,2006
99622,197081,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,2,R,10,Z,0,Z,0,R,2,R,11,Z,0,Z,0,Z,0,Z,0,R,1,R,12,Z,0,R,13,2006
99657,197133,11,18,R,5,R,4,R,7,R,8,Z,0,Z,0,R,14,R,15,R,8,R,6,R,130,R,96,Z,0,Z,0,R,164,R,129,R,9,R,15,R,0,R,29,R,14,R,226,Z,0,R,293,2006
99715,197142,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,13,Z,0,Z,0,R,14,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,R,27,Z,0,R,27,2006
99753,197151,11,18,Z,0,Z,0,R,3,R,1,Z,0,Z,0,R,3,R,1,Z,0,Z,0,R,98,R,50,R,1,Z,0,R,105,R,52,Z,0,R,4,Z,0,R,4,Z,0,R,148,R,1,R,157,2006
99818,197197,11,18,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,Z,0,R,3,R,49,R,40,R,1,R,1,R,55,R,45,R,2,Z,0,Z,0,R,4,R,3,R,89,R,2,R,100,2006
99861,197221,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,1,Z,0,Z,0,R,9,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,10,2006
99899,197230,11,18,Z,0,Z,0,R,2,Z,0,R,1,R,1,R,2,R,1,Z,0,R,2,R,13,R,22,Z,0,Z,0,R,18,R,26,Z,0,R,2,R,2,R,3,R,2,R,35,Z,0,R,44,2006
99949,197285,11,18,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,12,R,8,R,3,R,1,R,16,R,12,Z,0,R,3,Z,0,Z,0,R,1,R,20,R,4,R,28,2006
99988,197294,11,18,Z,0,Z,0,R,4,R,3,Z,0,Z,0,R,2,R,2,R,5,R,1,R,69,R,79,Z,0,Z,0,R,80,R,85,Z,0,R,7,Z,0,R,4,R,6,R,148,Z,0,R,165,2006
100033,197522,11,18,Z,0,Z,0,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,Z,0,Z,0,R,3,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,3,Z,0,R,6,2006
100058,197647,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,R,12,2006
100081,197708,11,18,R,36,R,25,R,9,R,10,R,1,R,3,R,65,R,39,R,12,R,8,R,464,R,275,Z,0,Z,0,R,587,R,360,R,61,R,19,R,4,R,104,R,20,R,739,Z,0,R,947,2006
100141,197735,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,30,Z,0,Z,0,Z,0,R,30,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,30,Z,0,R,30,2006
100165,197814,11,18,Z,0,Z,0,R,2,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,37,R,47,Z,0,Z,0,R,39,R,53,Z,0,R,8,Z,0,Z,0,Z,0,R,84,Z,0,R,92,2006
100204,197832,11,18,Z,0,Z,0,R,3,R,6,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,13,R,9,R,2,R,1,R,20,R,17,R,0,R,9,R,2,R,1,R,0,R,22,R,3,R,37,2006
100240,197850,11,18,Z,0,Z,0,R,4,R,9,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,19,R,39,Z,0,Z,0,R,24,R,49,R,0,R,13,R,0,R,1,R,1,R,58,R,0,R,73,2006
100283,197869,11,18,R,15,R,17,R,9,R,8,R,4,R,3,R,6,R,2,R,5,R,5,R,374,R,285,R,3,R,1,R,416,R,321,R,32,R,17,R,7,R,8,R,10,R,659,R,4,R,737,2006
100348,197887,11,18,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,68,R,88,R,1,R,1,R,71,R,89,Z,0,R,1,R,1,Z,0,Z,0,R,156,R,2,R,160,2006
100391,197911,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,R,31,R,37,Z,0,Z,0,R,35,R,38,Z,0,R,1,Z,0,R,4,Z,0,R,68,Z,0,R,73,2006
100428,197966,11,18,Z,0,Z,0,Z,0,R,2,R,1,Z,0,Z,0,Z,0,R,1,R,1,R,24,R,32,Z,0,Z,0,R,26,R,35,Z,0,R,2,R,1,Z,0,R,2,R,56,Z,0,R,61,2006
100463,197984,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,C,30,C,22,Z,0,Z,0,C,32,C,22,Z,0,Z,0,Z,0,R,2,Z,0,C,52,Z,0,C,54,2006
100506,197993,11,18,Z,0,Z,0,R,10,R,25,R,1,Z,0,R,2,R,1,Z,0,Z,0,R,8,R,5,Z,0,Z,0,R,21,R,31,Z,0,R,35,R,1,R,3,Z,0,R,13,Z,0,R,52,2006
100546,198011,11,18,Z,0,Z,0,R,2,R,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,14,R,22,Z,0,Z,0,R,17,R,26,R,0,R,5,R,2,R,0,R,0,R,36,R,0,R,43,2006
100585,198039,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,R,2,R,33,R,34,Z,0,Z,0,R,34,R,38,Z,0,R,1,Z,0,R,1,R,3,R,67,Z,0,R,72,2006
100630,198066,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,C,32,C,26,Z,0,Z,0,C,32,C,26,Z,0,Z,0,Z,0,Z,0,Z,0,C,58,Z,0,C,58,2006
100672,198084,11,18,Z,0,Z,0,Z,0,R,2,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,15,R,22,Z,0,Z,0,R,15,R,25,Z,0,R,2,R,1,Z,0,Z,0,R,37,Z,0,R,40,2006
100715,198109,11,18,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,2,R,22,R,0,R,0,R,3,R,23,R,0,R,1,R,0,R,0,R,1,R,24,R,0,R,26,2006
100743,198118,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,51,R,79,Z,0,Z,0,R,51,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,R,130,Z,0,R,130,2006
